TransactionID,PortefeuilleID,InstrumentID,DateTransaction,TypeTransaction,Quantite,PrixUnitaire,MontantBrut,Frais,MontantNet,Devise,TauxChange_EUR,MontantNet_EUR,Statut,Courtier,Operateur
TRX000691,PF00076,INST008,2024-06-19,Achat,395.81,79.6485,31525.67,105.88,31419.79,EUR,1.0,31419.79,Exécuté,Xetra,OPE002
TRX000692,PF00047,INST014,2025-07-01,Arbitrage Entrant,244.91,69.9407,17129.18,41.02,17170.2,EUR,1.0,17170.2,Annulé,SIX,OPE005
TRX000693,PF00080,INST010,2023-07-04,Coupon,450.24,392.8612,176881.83,513.12,177394.95,USD,1.0524,186690.45,En attente,SIX,OPE004
TRX000694,PF00115,INST003,2024-03-19,Arbitrage Sortant,364.2,53.7643,19580.96,68.52,19649.48,EUR,1.0,19649.48,Annulé,NYSE,OPE004
TRX000695,PF00087,INST009,2023-09-28,Achat,479.08,446.1212,213727.74,842.87,212884.87,EUR,1.0,212884.87,Exécuté,Euronext,OPE005
TRX000696,PF00080,INST009,2023-08-13,Arbitrage Entrant,62.77,284.0829,17831.88,31.56,17863.44,EUR,1.0,17863.44,En attente,OTC,OPE002
TRX000697,PF00122,INST009,2023-07-07,Achat,61.02,468.7291,28601.85,49.17,28552.68,EUR,1.0,28552.68,Exécuté,NYSE,OPE002
TRX000698,PF00149,INST008,2024-09-08,Achat,403.65,307.3589,124065.42,323.46,123741.96,EUR,1.0,123741.96,Annulé,Euronext,OPE003
TRX000699,PF00112,INST003,2024-08-07,Coupon,13.0,268.6719,3492.73,8.83,3501.56,EUR,1.0,3501.56,Exécuté,Euronext,OPE005
TRX000700,PF00044,INST005,2024-03-15,Vente,92.15,386.4693,35613.15,57.58,35670.73,EUR,1.0,35670.73,Exécuté,Euronext,OPE005
TRX000701,PF00084,INST003,2023-08-10,Achat,356.94,156.0319,55694.03,77.69,55616.34,USD,0.9826,54648.62,Exécuté,Xetra,OPE004
TRX000702,PF00031,INST001,2026-02-22,Vente,120.57,302.5323,36476.32,70.98,36547.3,EUR,1.0,36547.3,Exécuté,Xetra,OPE001
TRX000703,PF00082,INST008,2024-08-15,Frais,204.13,247.244,50469.92,132.73,50337.19,USD,1.0827,54500.08,Exécuté,Xetra,OPE005
TRX000704,PF00026,INST004,2025-11-30,Arbitrage Sortant,277.8,394.755,109662.94,243.28,109906.22,EUR,1.0,109906.22,Annulé,Euronext,OPE005
TRX000705,PF00053,INST013,2024-03-03,Vente,187.28,492.8013,92291.83,380.99,92672.82,EUR,1.0,92672.82,En attente,SIX,OPE001
TRX000706,PF00001,INST014,2023-08-14,Coupon,480.6,314.1577,150984.19,545.39,151529.58,USD,0.9001,136391.77,Annulé,Xetra,OPE005
TRX000707,PF00065,INST014,2026-02-07,Arbitrage Entrant,190.7,182.1948,34744.55,122.61,34867.16,EUR,1.0,34867.16,Exécuté,NYSE,OPE005
TRX000708,PF00145,INST002,2023-10-03,Dividende,45.77,352.2304,16121.59,69.68,16191.27,EUR,1.0,16191.27,Annulé,NYSE,OPE005
TRX000709,PF00130,INST013,2025-06-08,Dividende,442.08,473.2501,209214.4,740.76,209955.16,EUR,1.0,209955.16,Exécuté,NYSE,OPE003
TRX000710,PF00088,INST004,2023-09-07,Coupon,479.54,170.944,81974.49,381.68,82356.17,USD,1.0293,84769.21,Exécuté,OTC,OPE004
TRX000711,PF00002,INST015,2023-07-20,Achat,336.68,212.4499,71527.63,327.67,71199.96,EUR,1.0,71199.96,Annulé,OTC,OPE001
TRX000712,PF00020,INST009,2025-11-16,Achat,446.39,409.8677,182960.84,508.76,182452.08,EUR,1.0,182452.08,Exécuté,SIX,OPE005
TRX000713,PF00092,INST007,2025-08-30,Vente,419.73,407.8162,171172.69,844.77,172017.46,EUR,1.0,172017.46,Annulé,Xetra,OPE002
TRX000714,PF00114,INST001,2025-01-12,Vente,371.83,381.6263,141900.11,528.18,142428.29,EUR,1.0,142428.29,Exécuté,Euronext,OPE005
TRX000715,PF00078,INST013,2025-04-08,Arbitrage Entrant,111.35,490.2584,54590.27,265.81,54856.08,EUR,1.0,54856.08,Exécuté,SIX,OPE005
TRX000716,PF00054,INST001,2024-01-03,Vente,492.15,322.8337,158882.61,229.39,159112.0,EUR,1.0,159112.0,En attente,OTC,OPE004
TRX000717,PF00044,INST009,2024-05-11,Vente,330.26,287.1965,94849.52,353.74,95203.26,USD,0.9131,86930.1,Exécuté,Euronext,OPE002
TRX000718,PF00067,INST015,2024-03-16,Frais,427.88,441.6915,188990.96,740.01,188250.95,EUR,1.0,188250.95,Exécuté,Euronext,OPE005
TRX000719,PF00065,INST011,2025-10-14,Frais,441.67,10.9579,4839.78,13.11,4826.67,EUR,1.0,4826.67,Exécuté,SIX,OPE004
TRX000720,PF00071,INST002,2025-08-17,Arbitrage Entrant,259.63,252.8316,65642.67,201.46,65844.13,EUR,1.0,65844.13,Exécuté,Euronext,OPE003
TRX000721,PF00108,INST009,2025-09-01,Coupon,158.8,202.0109,32079.33,75.03,32154.36,EUR,1.0,32154.36,Exécuté,SIX,OPE001
TRX000722,PF00064,INST004,2023-07-18,Vente,165.28,40.7936,6742.37,23.61,6765.98,EUR,1.0,6765.98,Annulé,SIX,OPE001
TRX000723,PF00086,INST014,2025-10-08,Dividende,124.33,242.0525,30094.39,145.51,30239.9,EUR,1.0,30239.9,Exécuté,OTC,OPE002
TRX000724,PF00019,INST013,2023-07-12,Frais,310.16,384.4083,119228.08,417.46,118810.62,EUR,1.0,118810.62,Exécuté,Euronext,OPE001
TRX000725,PF00097,INST006,2026-04-26,Arbitrage Sortant,346.99,393.4967,136539.42,170.4,136709.82,EUR,1.0,136709.82,Exécuté,Xetra,OPE005
TRX000726,PF00111,INST002,2023-11-28,Achat,339.1,284.0364,96316.74,209.94,96106.8,EUR,1.0,96106.8,Annulé,Euronext,OPE005
TRX000727,PF00106,INST004,2024-05-15,Arbitrage Sortant,300.19,333.2648,100042.76,104.29,100147.05,EUR,1.0,100147.05,Annulé,SIX,OPE005
TRX000728,PF00026,INST006,2024-06-06,Arbitrage Entrant,468.85,393.6353,184555.91,519.77,185075.68,EUR,1.0,185075.68,En attente,NYSE,OPE001
TRX000729,PF00027,INST001,2024-02-14,Frais,356.94,300.5144,107265.61,468.01,106797.6,USD,1.0275,109734.53,Exécuté,Xetra,OPE004
TRX000730,PF00124,INST012,2025-09-07,Frais,222.87,129.1447,28782.48,120.54,28661.94,EUR,1.0,28661.94,Exécuté,Xetra,OPE005
TRX000731,PF00112,INST009,2026-01-12,Arbitrage Entrant,377.43,162.4822,61325.66,278.47,61604.13,USD,0.9295,57261.04,Exécuté,OTC,OPE003
TRX000732,PF00075,INST006,2024-09-08,Achat,259.32,332.2616,86162.08,136.0,86026.08,USD,1.0014,86146.52,En attente,Euronext,OPE004
TRX000733,PF00089,INST004,2025-05-30,Vente,320.64,108.618,34827.28,44.36,34871.64,USD,1.0336,36043.33,Annulé,OTC,OPE003
TRX000734,PF00149,INST010,2023-06-21,Dividende,308.44,215.1607,66364.17,109.44,66473.61,EUR,1.0,66473.61,Exécuté,SIX,OPE002
TRX000735,PF00001,INST011,2025-04-14,Vente,346.92,238.603,82776.15,153.35,82929.5,EUR,1.0,82929.5,Exécuté,SIX,OPE002
TRX000736,PF00103,INST003,2023-07-06,Arbitrage Sortant,494.95,187.7804,92941.91,120.35,93062.26,EUR,1.0,93062.26,En attente,Euronext,OPE002
TRX000737,PF00075,INST008,2023-12-20,Vente,316.04,457.2273,144502.12,352.53,144854.65,EUR,1.0,144854.65,Exécuté,NYSE,OPE003
TRX000738,PF00045,INST004,2026-02-11,Dividende,359.7,176.5106,63490.86,204.31,63695.17,USD,0.9392,59822.5,Exécuté,Xetra,OPE001
TRX000739,PF00006,INST014,2023-06-06,Arbitrage Entrant,69.48,330.8859,22989.95,104.38,23094.33,EUR,1.0,23094.33,Exécuté,Xetra,OPE004
TRX000740,PF00062,INST006,2024-02-24,Arbitrage Sortant,186.8,93.9663,17552.9,54.55,17607.45,EUR,1.0,17607.45,Exécuté,Euronext,OPE002
TRX000741,PF00034,INST013,2023-07-26,Vente,96.65,195.3158,18877.27,47.14,18924.41,EUR,1.0,18924.41,Exécuté,Euronext,OPE005
TRX000742,PF00049,INST014,2024-12-10,Frais,147.8,82.7978,12237.51,24.34,12213.17,EUR,1.0,12213.17,Exécuté,OTC,OPE005
TRX000743,PF00126,INST004,2025-08-12,Arbitrage Entrant,41.62,240.627,10014.9,36.59,10051.49,EUR,1.0,10051.49,Exécuté,OTC,OPE004
TRX000744,PF00131,INST006,2024-10-23,Coupon,259.93,97.7093,25397.58,97.78,25495.36,EUR,1.0,25495.36,Annulé,SIX,OPE003
TRX000745,PF00149,INST007,2025-05-21,Arbitrage Entrant,460.67,296.1515,136428.11,156.4,136584.51,USD,1.079,147374.69,Annulé,NYSE,OPE004
TRX000746,PF00056,INST005,2025-10-19,Coupon,444.47,289.9715,128883.63,611.17,129494.8,EUR,1.0,129494.8,Exécuté,OTC,OPE001
TRX000747,PF00035,INST013,2024-01-25,Achat,148.23,264.2222,39165.66,75.23,39090.43,EUR,1.0,39090.43,Annulé,OTC,OPE005
TRX000748,PF00087,INST007,2025-08-05,Coupon,234.31,210.3869,49295.75,207.93,49503.68,EUR,1.0,49503.68,Exécuté,SIX,OPE001
TRX000749,PF00046,INST008,2025-02-10,Vente,133.55,47.1853,6301.6,29.02,6330.62,EUR,1.0,6330.62,En attente,OTC,OPE005
TRX000750,PF00021,INST013,2024-05-21,Dividende,463.38,58.2205,26978.22,34.68,27012.9,EUR,1.0,27012.9,En attente,NYSE,OPE003
TRX000751,PF00051,INST011,2025-04-04,Dividende,125.76,375.1536,47179.32,192.21,47371.53,EUR,1.0,47371.53,Exécuté,OTC,OPE002
TRX000752,PF00140,INST015,2024-08-16,Dividende,5.26,156.7423,824.46,3.54,828.0,EUR,1.0,828.0,Annulé,OTC,OPE001
TRX000753,PF00121,INST011,2023-08-05,Frais,494.65,476.2295,235566.92,1051.07,234515.85,USD,0.9454,221711.28,Exécuté,SIX,OPE002
TRX000754,PF00133,INST010,2025-04-21,Arbitrage Sortant,276.76,239.6818,66334.33,282.42,66616.75,EUR,1.0,66616.75,Exécuté,Xetra,OPE002
TRX000755,PF00110,INST013,2025-06-14,Arbitrage Entrant,209.43,224.9536,47112.03,207.85,47319.88,EUR,1.0,47319.88,Exécuté,NYSE,OPE005
TRX000756,PF00033,INST005,2025-12-24,Arbitrage Entrant,5.83,407.0967,2373.37,10.29,2383.66,EUR,1.0,2383.66,Exécuté,SIX,OPE004
TRX000757,PF00104,INST013,2025-06-11,Arbitrage Sortant,345.57,156.8222,54193.05,181.43,54374.48,EUR,1.0,54374.48,Exécuté,NYSE,OPE003
TRX000758,PF00146,INST011,2025-03-31,Arbitrage Sortant,301.9,307.8403,92936.99,415.22,93352.21,EUR,1.0,93352.21,Exécuté,SIX,OPE001
TRX000759,PF00137,INST007,2025-06-17,Vente,237.91,171.1323,40714.09,197.37,40911.46,EUR,1.0,40911.46,Exécuté,NYSE,OPE001
TRX000760,PF00142,INST003,2023-05-22,Achat,413.41,305.6483,126358.06,139.92,126218.14,USD,0.9139,115350.76,Annulé,Xetra,OPE002
TRX000761,PF00060,INST005,2025-03-04,Arbitrage Entrant,262.67,232.7852,61145.69,151.31,61297.0,EUR,1.0,61297.0,Exécuté,Xetra,OPE004
TRX000762,PF00101,INST003,2024-12-28,Achat,65.44,215.0225,14071.07,55.9,14015.17,EUR,1.0,14015.17,Exécuté,NYSE,OPE002
TRX000763,PF00080,INST007,2023-12-04,Arbitrage Sortant,355.13,242.6422,86169.52,294.25,86463.77,EUR,1.0,86463.77,En attente,NYSE,OPE005
TRX000764,PF00118,INST005,2024-09-01,Vente,4.71,79.9191,376.42,0.47,376.89,EUR,1.0,376.89,En attente,NYSE,OPE005
TRX000765,PF00085,INST015,2025-08-11,Frais,439.74,235.5002,103558.86,342.21,103216.65,EUR,1.0,103216.65,Exécuté,SIX,OPE003
TRX000766,PF00077,INST007,2023-06-16,Frais,411.89,426.4235,175639.58,467.24,175172.34,USD,1.08,189186.13,Annulé,SIX,OPE004
TRX000767,PF00047,INST012,2023-07-20,Frais,48.67,352.3359,17148.19,20.14,17128.05,USD,0.9548,16353.86,En attente,Xetra,OPE001
TRX000768,PF00056,INST015,2025-08-26,Coupon,206.23,383.3118,79050.39,117.38,79167.77,EUR,1.0,79167.77,Exécuté,Euronext,OPE005
TRX000769,PF00084,INST007,2024-09-26,Coupon,83.25,111.6123,9291.72,10.95,9302.67,EUR,1.0,9302.67,Exécuté,SIX,OPE004
TRX000770,PF00088,INST012,2025-12-18,Coupon,428.03,204.3704,87476.66,91.23,87567.89,EUR,1.0,87567.89,Exécuté,Xetra,OPE004
TRX000771,PF00125,INST008,2024-01-27,Achat,42.19,331.9411,14004.6,53.98,13950.62,EUR,1.0,13950.62,Exécuté,SIX,OPE003
TRX000772,PF00042,INST003,2025-08-21,Arbitrage Sortant,10.01,59.2524,593.12,1.29,594.41,EUR,1.0,594.41,Exécuté,Euronext,OPE001
TRX000773,PF00070,INST003,2025-05-07,Coupon,179.69,116.1695,20874.5,23.75,20898.25,USD,0.9884,20655.83,Exécuté,OTC,OPE001
TRX000774,PF00100,INST012,2025-11-12,Dividende,222.55,303.1206,67459.49,80.59,67540.08,EUR,1.0,67540.08,Exécuté,NYSE,OPE003
TRX000775,PF00062,INST004,2023-08-01,Achat,9.0,23.6926,213.23,0.23,213.0,USD,1.036,220.67,Exécuté,NYSE,OPE001
TRX000776,PF00043,INST012,2025-02-17,Vente,22.96,261.125,5995.43,25.56,6020.99,EUR,1.0,6020.99,En attente,NYSE,OPE005
TRX000777,PF00054,INST015,2025-05-30,Frais,198.14,219.6613,43523.69,83.98,43439.71,EUR,1.0,43439.71,Exécuté,Xetra,OPE002
TRX000778,PF00004,INST007,2025-09-08,Arbitrage Entrant,158.8,200.7015,31871.4,90.36,31961.76,EUR,1.0,31961.76,Exécuté,OTC,OPE003
TRX000779,PF00012,INST002,2024-05-04,Vente,206.14,386.0971,79590.06,238.64,79828.7,EUR,1.0,79828.7,En attente,OTC,OPE002
TRX000780,PF00065,INST002,2024-07-24,Frais,162.85,319.1282,51970.03,132.75,51837.28,USD,0.9664,50095.55,Exécuté,SIX,OPE001
TRX000781,PF00086,INST001,2024-03-12,Frais,456.14,229.9667,104897.01,319.32,104577.69,USD,1.0007,104650.89,Exécuté,NYSE,OPE001
TRX000782,PF00032,INST005,2025-08-22,Vente,369.22,381.0504,140691.43,489.47,141180.9,EUR,1.0,141180.9,Exécuté,Xetra,OPE004
TRX000783,PF00076,INST004,2024-11-06,Vente,188.5,324.5991,61186.93,119.45,61306.38,EUR,1.0,61306.38,Exécuté,NYSE,OPE003
TRX000784,PF00082,INST011,2024-07-04,Arbitrage Sortant,380.49,265.2277,100916.49,495.53,101412.02,EUR,1.0,101412.02,Exécuté,NYSE,OPE003
TRX000785,PF00088,INST004,2024-06-26,Vente,270.12,454.2497,122701.93,449.09,123151.02,USD,1.0603,130577.03,Exécuté,OTC,OPE004
TRX000786,PF00134,INST006,2024-03-05,Vente,221.74,12.9609,2873.95,12.87,2886.82,EUR,1.0,2886.82,Exécuté,Euronext,OPE002
TRX000787,PF00053,INST003,2024-06-25,Achat,87.66,278.9351,24451.45,102.23,24349.22,USD,0.9473,23066.02,Exécuté,SIX,OPE004
TRX000788,PF00080,INST003,2023-06-24,Arbitrage Entrant,99.57,217.7682,21683.18,74.23,21757.41,EUR,1.0,21757.41,Exécuté,OTC,OPE004
TRX000789,PF00052,INST005,2024-12-09,Arbitrage Sortant,390.86,49.2078,19233.36,94.06,19327.42,EUR,1.0,19327.42,Annulé,NYSE,OPE004
TRX000790,PF00113,INST007,2026-04-24,Frais,305.09,222.3809,67846.19,110.15,67736.04,EUR,1.0,67736.04,Exécuté,SIX,OPE004
TRX000791,PF00022,INST013,2025-12-24,Dividende,298.0,84.8714,25291.68,98.8,25390.48,EUR,1.0,25390.48,Annulé,SIX,OPE003
TRX000792,PF00117,INST005,2024-02-25,Coupon,281.51,245.6137,69142.71,161.31,69304.02,EUR,1.0,69304.02,Exécuté,NYSE,OPE002
TRX000793,PF00002,INST001,2025-12-09,Arbitrage Sortant,250.85,365.4192,91665.41,271.86,91937.27,EUR,1.0,91937.27,Annulé,Xetra,OPE004
TRX000794,PF00126,INST005,2024-07-06,Arbitrage Entrant,493.77,44.9048,22172.64,100.66,22273.3,EUR,1.0,22273.3,Annulé,OTC,OPE002
TRX000795,PF00050,INST013,2025-04-01,Coupon,478.59,387.9225,185655.83,743.79,186399.62,EUR,1.0,186399.62,En attente,SIX,OPE003
TRX000796,PF00015,INST011,2024-01-01,Coupon,463.33,370.4755,171652.41,338.05,171990.46,EUR,1.0,171990.46,Exécuté,Euronext,OPE002
TRX000797,PF00067,INST010,2024-05-15,Coupon,472.19,82.21,38818.74,77.24,38895.98,USD,0.9025,35103.62,Exécuté,SIX,OPE004
TRX000798,PF00021,INST009,2024-12-13,Vente,438.13,91.2536,39980.94,108.25,40089.19,EUR,1.0,40089.19,En attente,OTC,OPE004
TRX000799,PF00079,INST012,2025-01-03,Coupon,376.48,462.9171,174279.03,780.36,175059.39,EUR,1.0,175059.39,En attente,Xetra,OPE002
TRX000800,PF00069,INST012,2026-03-29,Vente,465.08,205.0054,95343.91,212.85,95556.76,USD,1.0633,101605.5,Exécuté,Euronext,OPE001
TRX000801,PF00107,INST009,2024-01-02,Coupon,327.61,369.1907,120950.57,203.5,121154.07,EUR,1.0,121154.07,Exécuté,NYSE,OPE002
TRX000802,PF00125,INST003,2024-03-31,Frais,474.29,230.8238,109477.42,466.1,109011.32,USD,0.9402,102492.44,Exécuté,NYSE,OPE003
TRX000803,PF00105,INST008,2023-09-10,Arbitrage Entrant,456.57,63.5058,28994.84,102.81,29097.65,EUR,1.0,29097.65,Exécuté,Euronext,OPE004
TRX000804,PF00032,INST005,2024-12-21,Achat,171.73,296.9667,50998.09,148.49,50849.6,EUR,1.0,50849.6,Exécuté,Euronext,OPE003
TRX000805,PF00002,INST011,2023-06-30,Frais,394.81,30.5111,12046.09,22.22,12023.87,EUR,1.0,12023.87,Annulé,OTC,OPE005
TRX000806,PF00069,INST015,2024-04-05,Coupon,237.14,175.1447,41533.81,112.88,41646.69,EUR,1.0,41646.69,Exécuté,Xetra,OPE002
TRX000807,PF00093,INST011,2025-08-03,Coupon,189.84,38.0484,7223.11,17.51,7240.62,EUR,1.0,7240.62,Exécuté,Euronext,OPE004
TRX000808,PF00103,INST012,2023-06-07,Arbitrage Sortant,444.1,78.0429,34658.85,118.1,34776.95,EUR,1.0,34776.95,Exécuté,Xetra,OPE004
TRX000809,PF00122,INST009,2024-08-11,Coupon,330.45,11.5333,3811.18,13.54,3824.72,EUR,1.0,3824.72,Exécuté,Xetra,OPE001
TRX000810,PF00084,INST011,2025-02-06,Coupon,117.55,247.4227,29084.54,115.08,29199.62,EUR,1.0,29199.62,Exécuté,SIX,OPE004
TRX000811,PF00026,INST012,2023-08-10,Coupon,147.64,105.5877,15588.97,24.52,15613.49,EUR,1.0,15613.49,Exécuté,SIX,OPE001
TRX000812,PF00078,INST014,2025-03-16,Arbitrage Entrant,498.16,493.7376,245960.32,705.22,246665.54,EUR,1.0,246665.54,Exécuté,SIX,OPE005
TRX000813,PF00062,INST004,2023-07-28,Vente,86.05,472.6628,40672.63,154.54,40827.17,EUR,1.0,40827.17,Annulé,Euronext,OPE002
TRX000814,PF00084,INST015,2025-02-18,Coupon,383.39,117.9843,45234.0,91.85,45325.85,EUR,1.0,45325.85,Exécuté,NYSE,OPE005
TRX000815,PF00126,INST002,2025-05-30,Arbitrage Sortant,346.2,437.2509,151376.26,715.57,152091.83,EUR,1.0,152091.83,Exécuté,SIX,OPE004
TRX000816,PF00144,INST014,2026-01-18,Coupon,404.42,119.5399,48344.33,70.72,48415.05,EUR,1.0,48415.05,Exécuté,Euronext,OPE003
TRX000817,PF00049,INST012,2025-01-15,Achat,286.85,72.4346,20777.87,46.82,20731.05,EUR,1.0,20731.05,En attente,Euronext,OPE003
TRX000818,PF00016,INST010,2026-04-10,Frais,95.74,200.1913,19166.32,51.65,19114.67,EUR,1.0,19114.67,Exécuté,OTC,OPE005
TRX000819,PF00057,INST002,2024-10-20,Coupon,5.59,427.6574,2390.6,5.41,2396.01,EUR,1.0,2396.01,Exécuté,SIX,OPE004
TRX000820,PF00038,INST010,2024-04-15,Dividende,73.79,336.0218,24795.05,104.27,24899.32,EUR,1.0,24899.32,En attente,Xetra,OPE003
TRX000821,PF00129,INST012,2024-02-15,Achat,137.45,425.3579,58465.44,192.7,58272.74,USD,0.999,58214.47,Annulé,Euronext,OPE003
TRX000822,PF00040,INST014,2025-06-14,Arbitrage Entrant,106.1,369.0025,39151.17,166.07,39317.24,EUR,1.0,39317.24,Exécuté,SIX,OPE004
TRX000823,PF00077,INST014,2025-04-02,Arbitrage Entrant,456.28,88.0047,40154.78,43.62,40198.4,EUR,1.0,40198.4,Exécuté,SIX,OPE004
TRX000824,PF00090,INST013,2024-03-05,Coupon,196.14,268.6438,52691.79,112.35,52804.14,USD,1.0402,54926.87,En attente,SIX,OPE001
TRX000825,PF00034,INST006,2024-10-22,Arbitrage Sortant,395.85,434.2692,171905.46,209.12,172114.58,EUR,1.0,172114.58,Annulé,NYSE,OPE005
TRX000826,PF00036,INST008,2025-11-29,Arbitrage Entrant,241.74,449.6369,108695.22,199.9,108895.12,USD,1.0471,114024.08,Exécuté,Xetra,OPE005
TRX000827,PF00027,INST011,2024-01-05,Arbitrage Sortant,494.25,82.3267,40689.97,195.38,40885.35,EUR,1.0,40885.35,Exécuté,Euronext,OPE001
TRX000828,PF00092,INST008,2023-11-03,Vente,472.59,67.5,31899.82,97.67,31997.49,EUR,1.0,31997.49,En attente,SIX,OPE002
TRX000829,PF00104,INST004,2023-08-09,Achat,60.28,204.356,12318.58,27.23,12291.35,USD,1.0306,12667.47,Annulé,Euronext,OPE004
TRX000830,PF00098,INST005,2023-12-05,Arbitrage Entrant,326.94,189.9883,62114.77,91.93,62206.7,EUR,1.0,62206.7,Exécuté,SIX,OPE005
TRX000831,PF00058,INST001,2026-04-25,Frais,286.92,290.589,83375.8,174.66,83201.14,EUR,1.0,83201.14,En attente,NYSE,OPE004
TRX000832,PF00124,INST011,2024-04-24,Arbitrage Entrant,217.39,289.9973,63042.51,88.12,63130.63,EUR,1.0,63130.63,En attente,NYSE,OPE004
TRX000833,PF00006,INST007,2026-01-23,Frais,408.91,393.9025,161070.67,502.6,160568.07,EUR,1.0,160568.07,En attente,OTC,OPE005
TRX000834,PF00032,INST013,2023-11-05,Arbitrage Sortant,104.52,332.7054,34774.37,51.09,34825.46,USD,0.9011,31381.22,Annulé,Xetra,OPE001
TRX000835,PF00011,INST003,2024-12-16,Frais,103.91,88.993,9247.26,30.05,9217.21,EUR,1.0,9217.21,Exécuté,Euronext,OPE005
TRX000836,PF00077,INST006,2024-05-26,Frais,86.63,488.7805,42343.05,153.82,42189.23,USD,0.9601,40505.88,En attente,Xetra,OPE005
TRX000837,PF00114,INST003,2025-10-24,Frais,245.73,163.3387,40137.22,186.36,39950.86,EUR,1.0,39950.86,En attente,OTC,OPE005
TRX000838,PF00054,INST012,2025-03-04,Achat,331.65,31.9204,10586.4,12.14,10574.26,USD,0.9599,10150.23,Exécuté,NYSE,OPE005
TRX000839,PF00142,INST004,2025-02-11,Frais,180.17,72.9611,13145.4,45.87,13099.53,EUR,1.0,13099.53,En attente,Xetra,OPE003
TRX000840,PF00098,INST011,2026-02-05,Vente,200.63,50.7945,10190.9,20.55,10211.45,EUR,1.0,10211.45,Exécuté,OTC,OPE002
TRX000841,PF00019,INST011,2024-07-19,Arbitrage Entrant,135.43,320.2287,43368.57,155.36,43523.93,EUR,1.0,43523.93,En attente,OTC,OPE005
TRX000842,PF00042,INST007,2025-01-24,Arbitrage Sortant,77.59,496.3,38507.92,105.3,38613.22,EUR,1.0,38613.22,En attente,NYSE,OPE001
TRX000843,PF00070,INST002,2024-09-05,Frais,55.89,278.7007,15576.58,19.69,15556.89,EUR,1.0,15556.89,Exécuté,Xetra,OPE003
TRX000844,PF00038,INST014,2025-03-13,Arbitrage Sortant,113.66,14.833,1685.92,4.23,1690.15,USD,0.9757,1649.08,Exécuté,Euronext,OPE002
TRX000845,PF00135,INST012,2024-12-06,Dividende,294.82,405.3311,119499.71,165.17,119664.88,EUR,1.0,119664.88,En attente,Xetra,OPE005
TRX000846,PF00070,INST010,2024-01-18,Achat,448.39,93.6662,41998.99,201.01,41797.98,EUR,1.0,41797.98,Exécuté,Xetra,OPE005
TRX000847,PF00142,INST010,2025-09-25,Arbitrage Sortant,201.92,300.232,60622.85,123.44,60746.29,USD,1.0315,62659.8,Exécuté,SIX,OPE005
TRX000848,PF00069,INST001,2025-02-12,Arbitrage Entrant,319.96,191.3738,61231.96,251.67,61483.63,EUR,1.0,61483.63,Annulé,NYSE,OPE004
TRX000849,PF00091,INST013,2025-06-14,Coupon,251.61,145.1533,36522.02,99.01,36621.03,USD,0.961,35192.81,Exécuté,Xetra,OPE004
TRX000850,PF00081,INST014,2025-01-22,Achat,317.7,47.5797,15116.07,29.63,15086.44,EUR,1.0,15086.44,Exécuté,OTC,OPE001
TRX000851,PF00022,INST012,2023-11-18,Dividende,277.53,251.4968,69797.91,313.91,70111.82,EUR,1.0,70111.82,En attente,NYSE,OPE004
TRX000852,PF00128,INST009,2024-09-15,Arbitrage Entrant,498.98,445.1595,222125.69,842.2,222967.89,EUR,1.0,222967.89,Exécuté,OTC,OPE002
TRX000853,PF00002,INST012,2025-03-19,Coupon,351.59,377.3373,132668.02,262.27,132930.29,EUR,1.0,132930.29,En attente,SIX,OPE002
TRX000854,PF00135,INST015,2025-11-02,Vente,88.23,189.855,16750.91,25.68,16776.59,EUR,1.0,16776.59,Exécuté,SIX,OPE004
TRX000855,PF00098,INST003,2024-05-05,Dividende,484.89,175.5997,85146.54,316.43,85462.97,EUR,1.0,85462.97,Exécuté,Xetra,OPE004
TRX000856,PF00076,INST005,2024-09-27,Vente,2.11,319.2765,673.67,1.73,675.4,EUR,1.0,675.4,En attente,Euronext,OPE004
TRX000857,PF00125,INST001,2024-07-16,Dividende,3.94,235.5734,928.16,2.04,930.2,EUR,1.0,930.2,Exécuté,Xetra,OPE002
TRX000858,PF00103,INST006,2025-03-01,Achat,51.57,251.1026,12949.36,17.34,12932.02,USD,0.9821,12700.54,Annulé,Euronext,OPE002
TRX000859,PF00065,INST004,2025-10-10,Coupon,198.28,156.6496,31060.48,84.28,31144.76,USD,1.0073,31372.12,Exécuté,Euronext,OPE004
TRX000860,PF00113,INST003,2023-10-22,Vente,177.52,222.6405,39523.14,96.32,39619.46,USD,0.9221,36533.1,Exécuté,Euronext,OPE002
TRX000861,PF00102,INST007,2023-05-22,Arbitrage Entrant,166.28,25.4872,4238.01,15.53,4253.54,EUR,1.0,4253.54,Exécuté,Euronext,OPE004
TRX000862,PF00126,INST009,2025-06-23,Coupon,400.11,360.0173,144046.52,331.24,144377.76,EUR,1.0,144377.76,En attente,SIX,OPE002
TRX000863,PF00029,INST002,2026-03-22,Arbitrage Sortant,11.55,86.2156,995.79,2.99,998.78,USD,0.9104,909.29,Exécuté,SIX,OPE005
TRX000864,PF00003,INST007,2023-10-16,Coupon,145.44,248.1053,36084.43,145.91,36230.34,USD,1.0235,37081.75,En attente,NYSE,OPE002
TRX000865,PF00072,INST013,2024-02-08,Achat,432.22,497.186,214893.73,427.51,214466.22,EUR,1.0,214466.22,Exécuté,SIX,OPE001
