SnapshotDate,PortefeuilleID,InstrumentID,Quantite,PrixRevientUnitaire,PrixMarcheUnitaire,ValeurAchat_EUR,ValeurMarche_EUR,PnL_EUR,PnL_pct,PoidsPortefeuille_pct,Devise
2022-08-31,PF00014,INST001,720.92,93.1638,117.6516,67163.65,84817.39,17653.74,26.28,51.54,EUR
2022-08-31,PF00014,INST015,106.44,139.4329,150.3082,14841.24,15998.8,1157.56,7.8,9.72,EUR
2022-08-31,PF00014,INST009,413.72,195.6759,154.0969,80955.03,63752.97,-17202.06,-21.25,38.74,EUR
2022-08-31,PF00061,INST006,493.56,255.1607,209.2298,125937.12,103267.46,-22669.66,-18.0,19.29,EUR
2022-08-31,PF00061,INST002,868.37,318.5267,396.486,276599.03,344296.55,67697.52,24.47,64.33,EUR
2022-08-31,PF00061,INST015,569.41,189.1385,153.921,107697.35,87644.16,-20053.19,-18.62,16.38,EUR
2022-08-31,PF00038,INST011,17.84,299.6104,347.6247,5345.05,6201.62,856.57,16.03,4.22,EUR
2022-08-31,PF00038,INST009,359.51,293.1218,391.3578,105380.22,140697.04,35316.82,33.51,95.78,EUR
2022-08-31,PF00029,INST003,859.23,364.9326,343.2004,313561.04,294888.08,-18672.96,-5.96,33.35,EUR
2022-08-31,PF00029,INST011,976.2,292.2925,401.3448,285335.94,391792.79,106456.85,37.31,44.3,EUR
2022-08-31,PF00029,INST015,429.3,296.3197,246.9915,127210.05,106033.45,-21176.6,-16.65,11.99,EUR
2022-08-31,PF00029,INST008,304.44,230.696,301.0035,70233.09,91637.51,21404.42,30.48,10.36,EUR
2022-08-31,PF00090,INST002,470.1,310.0298,245.4087,145745.01,115366.63,-30378.38,-20.84,23.06,EUR
2022-08-31,PF00090,INST008,656.01,352.6258,323.1507,231326.05,211990.09,-19335.96,-8.36,42.37,EUR
2022-08-31,PF00090,INST015,761.28,132.2554,119.1368,100683.39,90696.46,-9986.93,-9.92,18.13,EUR
2022-08-31,PF00090,INST010,437.7,180.5985,187.9799,79047.96,82278.8,3230.84,4.09,16.44,EUR
2022-08-31,PF00003,INST008,394.12,341.5419,330.4842,134608.49,130250.43,-4358.06,-3.24,33.57,EUR
2022-08-31,PF00003,INST015,855.67,162.9348,144.1046,139418.42,123305.98,-16112.44,-11.56,31.78,EUR
2022-08-31,PF00003,INST004,78.9,154.8448,181.2592,12217.25,14301.35,2084.1,17.06,3.69,EUR
2022-08-31,PF00003,INST005,443.23,82.2526,61.7434,36456.82,27366.53,-9090.29,-24.93,7.05,EUR
2022-08-31,PF00003,INST003,913.34,76.2543,101.5734,69646.1,92771.05,23124.95,33.2,23.91,EUR
2022-08-31,PF00033,INST014,956.02,194.5275,264.7988,185972.18,253152.95,67180.77,36.12,42.65,EUR
2022-08-31,PF00033,INST009,991.37,258.7155,274.9861,256482.79,272612.97,16130.18,6.29,45.93,EUR
2022-08-31,PF00033,INST001,271.56,188.0148,249.4586,51057.3,67742.98,16685.68,32.68,11.41,EUR
2022-08-31,PF00008,INST010,479.82,327.7791,437.1427,157274.97,209749.81,52474.84,33.37,33.37,EUR
2022-08-31,PF00008,INST013,752.48,210.8122,260.9758,158631.96,196379.07,37747.11,23.8,31.25,EUR
2022-08-31,PF00008,INST008,178.58,318.8163,315.4254,56934.21,56328.67,-605.54,-1.06,8.96,EUR
2022-08-31,PF00008,INST011,428.96,279.7517,254.3606,120002.29,109110.52,-10891.77,-9.08,17.36,EUR
2022-08-31,PF00008,INST005,989.67,67.6463,57.4903,66947.51,56896.43,-10051.08,-15.01,9.05,EUR
2022-08-31,PF00021,INST007,378.0,100.5428,99.0914,38005.18,37456.55,-548.63,-1.44,11.88,EUR
2022-08-31,PF00021,INST014,536.7,304.6764,404.6544,163519.82,217178.02,53658.2,32.81,68.88,EUR
2022-08-31,PF00021,INST010,494.72,162.0616,122.6544,80175.11,60679.58,-19495.53,-24.32,19.24,EUR
2022-08-31,PF00045,INST013,184.1,291.0005,341.6631,53573.19,62900.18,9326.99,17.41,10.32,EUR
2022-08-31,PF00045,INST002,304.56,211.4381,211.6294,64395.59,64453.85,58.26,0.09,10.57,EUR
2022-08-31,PF00045,INST012,947.81,195.3196,232.6215,185125.87,220480.98,35355.11,19.1,36.17,EUR
2022-08-31,PF00045,INST001,940.22,114.1949,113.769,107368.33,106967.89,-400.44,-0.37,17.55,EUR
2022-08-31,PF00045,INST011,267.71,294.1842,371.4484,78756.05,99440.45,20684.4,26.26,16.32,EUR
2022-08-31,PF00045,INST008,212.56,191.7093,259.9239,40749.73,55249.42,14499.69,35.58,9.06,EUR
2022-08-31,PF00135,INST013,400.91,351.2216,472.6542,140808.25,189491.8,48683.55,34.57,67.37,EUR
2022-08-31,PF00135,INST010,340.41,294.3125,269.6442,100186.92,91789.58,-8397.34,-8.38,32.63,EUR
2022-08-31,PF00102,INST014,633.25,342.8938,344.818,217137.5,218356.0,1218.5,0.56,22.52,EUR
2022-08-31,PF00102,INST013,992.21,126.1992,96.0037,125216.11,95255.83,-29960.28,-23.93,9.82,EUR
2022-08-31,PF00102,INST001,655.43,120.298,101.5689,78846.92,66571.3,-12275.62,-15.57,6.86,EUR
2022-08-31,PF00102,INST010,926.32,327.3898,256.9948,303267.72,238059.42,-65208.3,-21.5,24.55,EUR
2022-08-31,PF00102,INST006,682.03,186.0943,146.4034,126921.9,99851.51,-27070.39,-21.33,10.3,EUR
2022-08-31,PF00102,INST002,515.31,354.5444,488.3088,182700.27,251630.41,68930.14,37.73,25.95,EUR
2022-08-31,PF00112,INST014,840.88,225.5003,182.3765,189618.69,153356.75,-36261.94,-19.12,47.0,EUR
2022-08-31,PF00112,INST005,743.49,177.381,232.6014,131881.0,172936.81,41055.81,31.13,53.0,EUR
2022-08-31,PF00006,INST014,481.66,271.1272,321.5668,130591.13,154885.86,24294.73,18.6,46.25,EUR
2022-08-31,PF00006,INST012,253.88,195.4656,264.8864,49624.81,67249.36,17624.55,35.52,20.08,EUR
2022-08-31,PF00006,INST015,487.9,270.013,231.1507,131739.34,112778.43,-18960.91,-14.39,33.67,EUR
2022-08-31,PF00117,INST006,466.2,293.9406,284.3921,137035.11,132583.6,-4451.51,-3.25,17.65,EUR
2022-08-31,PF00117,INST010,305.22,257.4535,312.6123,78579.96,95415.53,16835.57,21.42,12.7,EUR
2022-08-31,PF00117,INST012,46.56,81.2101,70.5225,3781.14,3283.53,-497.61,-13.16,0.44,EUR
2022-08-31,PF00117,INST009,591.94,261.8045,299.986,154972.56,177573.71,22601.15,14.58,23.64,EUR
2022-08-31,PF00117,INST007,605.31,83.6347,78.6239,50624.92,47591.83,-3033.09,-5.99,6.34,EUR
2022-08-31,PF00117,INST008,553.6,390.8839,532.1912,216393.33,294621.05,78227.72,36.15,39.23,EUR
2022-08-31,PF00137,INST001,136.02,136.5505,171.2828,18573.6,23297.89,4724.29,25.44,21.38,EUR
2022-08-31,PF00137,INST011,827.12,124.2507,103.5815,102770.24,85674.33,-17095.91,-16.64,78.62,EUR
2022-08-31,PF00026,INST010,165.04,137.3998,170.7329,22676.46,28177.76,5501.3,24.26,3.89,EUR
2022-08-31,PF00026,INST004,845.86,150.4946,148.0579,127297.36,125236.26,-2061.1,-1.62,17.29,EUR
2022-08-31,PF00026,INST008,487.21,292.616,360.5621,142565.44,175669.46,33104.02,23.22,24.25,EUR
2022-08-31,PF00026,INST005,990.92,234.2053,201.9571,232078.72,200123.33,-31955.39,-13.77,27.62,EUR
2022-08-31,PF00026,INST007,629.15,181.0435,220.7973,113903.52,138914.62,25011.1,21.96,19.17,EUR
2022-08-31,PF00026,INST001,359.66,194.7866,156.8485,70056.95,56412.13,-13644.82,-19.48,7.79,EUR
2022-08-31,PF00013,INST011,164.95,127.0401,125.7177,20955.26,20737.13,-218.13,-1.04,3.57,EUR
2022-08-31,PF00013,INST006,884.08,291.7812,280.1264,257957.92,247654.15,-10303.77,-3.99,42.63,EUR
2022-08-31,PF00013,INST014,495.34,59.0412,82.2094,29245.47,40721.6,11476.13,39.24,7.01,EUR
2022-08-31,PF00013,INST009,442.81,52.0097,61.5526,23030.42,27256.11,4225.69,18.35,4.69,EUR
2022-08-31,PF00013,INST010,770.1,241.4283,317.5627,185923.93,244555.04,58631.11,31.53,42.1,EUR
2022-08-31,PF00053,INST010,243.18,382.6835,422.1225,93060.97,102651.75,9590.78,10.31,33.33,EUR
2022-08-31,PF00053,INST004,444.44,264.3632,216.121,117493.58,96052.82,-21440.76,-18.25,31.19,EUR
2022-08-31,PF00053,INST013,728.94,117.8603,149.8994,85913.09,109267.67,23354.58,27.18,35.48,EUR
2022-08-31,PF00088,INST011,530.99,158.431,194.7731,84125.28,103422.57,19297.29,22.94,24.35,EUR
2022-08-31,PF00088,INST007,273.42,146.9432,144.586,40177.21,39532.7,-644.51,-1.6,9.31,EUR
2022-08-31,PF00088,INST005,43.49,289.5569,385.9687,12592.83,16785.78,4192.95,33.3,3.95,EUR
2022-08-31,PF00088,INST008,252.94,315.3669,425.7913,79768.9,107699.65,27930.75,35.01,25.36,EUR
2022-08-31,PF00088,INST003,131.67,242.7198,237.7986,31958.92,31310.94,-647.98,-2.03,7.37,EUR
2022-08-31,PF00088,INST014,687.45,234.2174,183.1408,161012.75,125900.14,-35112.61,-21.81,29.65,EUR
2022-08-31,PF00051,INST008,752.67,311.5109,302.1568,234464.91,227424.36,-7040.55,-3.0,25.74,EUR
2022-08-31,PF00051,INST006,120.0,54.1922,59.3056,6503.06,7116.67,613.61,9.44,0.81,EUR
2022-08-31,PF00051,INST007,117.78,246.7042,287.9377,29056.82,33913.3,4856.48,16.71,3.84,EUR
2022-08-31,PF00051,INST012,890.76,338.2944,360.694,301339.12,321291.79,19952.67,6.62,36.36,EUR
2022-08-31,PF00051,INST005,496.9,388.1697,355.1229,192881.52,176460.57,-16420.95,-8.51,19.97,EUR
2022-08-31,PF00051,INST014,440.89,255.8952,266.1947,112821.63,117362.58,4540.95,4.02,13.28,EUR
2022-08-31,PF00064,INST007,394.78,165.673,225.0526,65404.39,88846.27,23441.88,35.84,11.54,EUR
2022-08-31,PF00064,INST015,241.63,336.0335,348.7173,81195.77,84260.56,3064.79,3.77,10.94,EUR
2022-08-31,PF00064,INST004,746.32,192.9483,173.4154,144001.18,129423.38,-14577.8,-10.12,16.81,EUR
2022-08-31,PF00064,INST014,953.15,252.005,329.976,240198.57,314516.62,74318.05,30.94,40.85,EUR
2022-08-31,PF00064,INST011,164.65,352.8582,423.4498,58098.1,69721.01,11622.91,20.01,9.06,EUR
2022-08-31,PF00064,INST005,920.68,109.594,90.348,100901.0,83181.6,-17719.4,-17.56,10.8,EUR
2022-08-31,PF00060,INST006,189.51,219.7231,194.3184,41639.72,36825.28,-4814.44,-11.56,16.47,EUR
2022-08-31,PF00060,INST001,887.21,224.5578,210.4993,199229.93,186757.08,-12472.85,-6.26,83.53,EUR
2022-08-31,PF00046,INST001,604.28,53.0356,71.0881,32048.35,42957.12,10908.77,34.04,40.55,EUR
2022-08-31,PF00046,INST006,13.87,215.6333,267.0633,2990.83,3704.17,713.34,23.85,3.5,EUR
2022-08-31,PF00046,INST003,36.16,217.3703,291.4809,7860.11,10539.95,2679.84,34.09,9.95,EUR
2022-08-31,PF00046,INST002,568.04,107.3459,85.8148,60976.77,48746.24,-12230.53,-20.06,46.01,EUR
2022-08-31,PF00019,INST010,976.74,193.3914,147.0642,188893.12,143643.49,-45249.63,-23.96,32.52,EUR
2022-08-31,PF00019,INST008,537.31,309.519,295.9325,166307.65,159007.49,-7300.16,-4.39,36.0,EUR
2022-08-31,PF00019,INST014,123.7,244.8275,253.4955,30285.16,31357.39,1072.23,3.54,7.1,EUR
2022-08-31,PF00019,INST004,305.06,391.9443,353.0242,119566.53,107693.56,-11872.97,-9.93,24.38,EUR
2022-08-31,PF00062,INST006,533.43,172.5262,179.9035,92030.65,95965.92,3935.27,4.28,18.74,EUR
2022-08-31,PF00062,INST004,306.44,311.6278,372.0721,95495.22,114017.77,18522.55,19.4,22.27,EUR
2022-08-31,PF00062,INST010,352.89,279.1028,275.0375,98492.59,97057.98,-1434.61,-1.46,18.96,EUR
2022-08-31,PF00062,INST008,125.3,89.631,104.029,11230.76,13034.83,1804.07,16.06,2.55,EUR
2022-08-31,PF00062,INST011,539.87,385.7164,355.4627,208236.71,191903.65,-16333.06,-7.84,37.48,EUR
2022-08-31,PF00122,INST015,326.93,168.6316,153.9831,55130.73,50341.69,-4789.04,-8.69,7.99,EUR
2022-08-31,PF00122,INST007,481.96,147.1838,152.3474,70936.7,73425.35,2488.65,3.51,11.65,EUR
2022-08-31,PF00122,INST002,166.23,99.5611,107.5193,16550.04,17872.93,1322.89,7.99,2.84,EUR
2022-08-31,PF00122,INST014,520.06,205.5314,205.3808,106888.66,106810.34,-78.32,-0.07,16.95,EUR
2022-08-31,PF00122,INST004,816.67,324.9074,437.4376,265342.13,357242.16,91900.03,34.63,56.69,EUR
2022-08-31,PF00122,INST010,90.57,241.8996,269.9141,21908.85,24446.12,2537.27,11.58,3.88,EUR
2022-08-31,PF00057,INST008,849.86,127.3296,155.9541,108212.33,132539.15,24326.82,22.48,22.64,EUR
2022-08-31,PF00057,INST006,815.84,64.1717,80.6209,52353.84,65773.76,13419.92,25.63,11.24,EUR
2022-08-31,PF00057,INST014,918.96,163.2906,123.773,150057.53,113742.44,-36315.09,-24.2,19.43,EUR
2022-08-31,PF00057,INST015,293.79,308.8036,319.5492,90723.41,93880.36,3156.95,3.48,16.04,EUR
2022-08-31,PF00057,INST010,385.99,242.6852,226.8739,93674.06,87571.06,-6103.0,-6.52,14.96,EUR
2022-08-31,PF00057,INST009,329.29,248.5463,278.7631,81843.81,91793.9,9950.09,12.16,15.68,EUR
2022-08-31,PF00132,INST005,134.43,280.1978,368.5509,37666.99,49544.3,11877.31,31.53,16.3,EUR
2022-08-31,PF00132,INST003,112.12,97.1559,111.3935,10893.12,12489.44,1596.32,14.65,4.11,EUR
2022-08-31,PF00132,INST015,254.49,359.171,282.2944,91405.43,71841.1,-19564.33,-21.4,23.63,EUR
2022-08-31,PF00132,INST007,979.22,192.247,173.7691,188252.11,170158.18,-18093.93,-9.61,55.97,EUR
2022-08-31,PF00020,INST015,374.74,380.7112,363.1793,142667.72,136097.81,-6569.91,-4.61,20.88,EUR
2022-08-31,PF00020,INST013,907.78,254.8615,280.8845,231358.17,254981.33,23623.16,10.21,39.12,EUR
2022-08-31,PF00020,INST004,574.62,399.1363,339.9363,229351.7,195334.2,-34017.5,-14.83,29.97,EUR
2022-08-31,PF00020,INST012,194.05,296.3741,336.7898,57511.39,65354.06,7842.67,13.64,10.03,EUR
2022-08-31,PF00058,INST009,564.54,317.3675,305.1142,179166.65,172249.17,-6917.48,-3.86,53.99,EUR
2022-08-31,PF00058,INST008,475.98,278.0742,308.3342,132357.76,146760.91,14403.15,10.88,46.01,EUR
2022-08-31,PF00074,INST004,592.11,214.102,191.1224,126771.94,113165.48,-13606.46,-10.73,13.03,EUR
2022-08-31,PF00074,INST008,644.81,230.415,209.8432,148573.9,135308.99,-13264.91,-8.93,15.58,EUR
2022-08-31,PF00074,INST007,442.97,184.6872,141.7837,81810.89,62805.93,-19004.96,-23.23,7.23,EUR
2022-08-31,PF00074,INST015,504.52,249.284,267.7519,125768.76,135086.19,9317.43,7.41,15.55,EUR
2022-08-31,PF00074,INST001,812.31,375.4765,519.8297,305003.32,422262.86,117259.54,38.45,48.61,EUR
2022-08-31,PF00097,INST011,299.41,398.5837,470.3861,119339.95,140838.3,21498.35,18.01,75.79,EUR
2022-08-31,PF00097,INST015,449.25,99.1737,100.148,44553.78,44991.49,437.71,0.98,24.21,EUR
2022-08-31,PF00141,INST015,27.05,204.5051,184.1282,5531.86,4980.67,-551.19,-9.96,1.32,EUR
2022-08-31,PF00141,INST012,190.15,382.3503,387.3572,72703.91,73655.97,952.06,1.31,19.47,EUR
2022-08-31,PF00141,INST013,156.24,230.8778,225.0275,36072.35,35158.3,-914.05,-2.53,9.29,EUR
2022-08-31,PF00141,INST014,391.95,55.4949,64.0272,21751.23,25095.46,3344.23,15.37,6.63,EUR
2022-08-31,PF00141,INST001,674.0,308.2426,316.4051,207755.51,213257.04,5501.53,2.65,56.37,EUR
2022-08-31,PF00141,INST002,129.86,210.5845,201.6698,27346.5,26188.84,-1157.66,-4.23,6.92,EUR
2022-08-31,PF00139,INST009,285.18,273.1283,303.1315,77890.73,86447.04,8556.31,10.99,7.79,EUR
2022-08-31,PF00139,INST014,719.51,256.6086,333.6201,184632.45,240043.0,55410.55,30.01,21.64,EUR
2022-08-31,PF00139,INST013,557.54,284.7086,395.3015,158736.43,220396.4,61659.97,38.84,19.87,EUR
2022-08-31,PF00139,INST012,674.54,156.4554,167.6652,105535.43,113096.88,7561.45,7.16,10.2,EUR
2022-08-31,PF00139,INST008,714.72,317.685,380.8864,227055.82,272227.13,45171.31,19.89,24.55,EUR
2022-08-31,PF00139,INST003,808.35,177.5982,218.8143,143561.5,176878.54,33317.04,23.21,15.95,EUR
2022-08-31,PF00056,INST010,443.0,125.9238,145.1258,55784.24,64290.73,8506.49,15.25,10.83,EUR
2022-08-31,PF00056,INST011,377.25,319.2982,393.2138,120455.25,148339.91,27884.66,23.15,25.0,EUR
2022-08-31,PF00056,INST008,974.01,172.2202,218.4403,167744.2,212763.04,45018.84,26.84,35.85,EUR
2022-08-31,PF00056,INST003,853.53,193.0611,196.9252,164783.44,168081.57,3298.13,2.0,28.32,EUR
2022-08-31,PF00028,INST002,539.38,161.1502,178.213,86921.19,96124.53,9203.34,10.59,23.92,EUR
2022-08-31,PF00028,INST013,557.26,323.4856,416.7024,180265.59,232211.58,51945.99,28.82,57.79,EUR
2022-08-31,PF00028,INST003,191.33,352.7684,383.971,67495.18,73465.17,5969.99,8.85,18.28,EUR
2022-08-31,PF00126,INST004,773.2,89.0737,123.4598,68871.78,95459.12,26587.34,38.6,18.12,EUR
2022-08-31,PF00126,INST008,727.79,109.7272,88.3201,79858.36,64278.49,-15579.87,-19.51,12.2,EUR
2022-08-31,PF00126,INST010,478.4,217.805,163.7108,104197.91,78319.25,-25878.66,-24.84,14.87,EUR
2022-08-31,PF00126,INST009,887.5,290.9715,325.3448,258237.21,288743.51,30506.3,11.81,54.81,EUR
2022-08-31,PF00002,INST006,268.2,372.4649,328.7832,99895.09,88179.65,-11715.44,-11.73,9.81,EUR
2022-08-31,PF00002,INST009,861.75,322.4273,401.7197,277851.73,346181.95,68330.22,24.59,38.52,EUR
2022-08-31,PF00002,INST004,929.58,198.1847,169.4923,184228.53,157556.65,-26671.88,-14.48,17.53,EUR
2022-08-31,PF00002,INST001,540.37,198.9484,235.4277,107505.75,127218.07,19712.32,18.34,14.15,EUR
2022-08-31,PF00002,INST007,55.47,189.6817,201.5343,10521.64,11179.11,657.47,6.25,1.24,EUR
2022-08-31,PF00002,INST014,995.73,172.4636,169.2251,171727.18,168502.51,-3224.67,-1.88,18.75,EUR
2022-08-31,PF00101,INST012,333.87,85.1692,64.0433,28435.44,21382.14,-7053.3,-24.8,4.19,EUR
2022-08-31,PF00101,INST013,944.01,315.0252,373.2758,297386.94,352376.09,54989.15,18.49,69.07,EUR
2022-08-31,PF00101,INST014,447.5,365.0711,304.8508,163369.32,136420.73,-26948.59,-16.5,26.74,EUR
2022-08-31,PF00147,INST005,187.05,290.956,370.0948,54423.32,69226.23,14802.91,27.2,31.08,EUR
2022-08-31,PF00147,INST001,537.86,265.1977,285.4656,142639.23,153540.53,10901.3,7.64,68.92,EUR
2022-08-31,PF00023,INST001,545.17,162.0549,155.8104,88347.47,84943.16,-3404.31,-3.85,58.69,EUR
2022-08-31,PF00023,INST011,453.08,123.9306,131.9712,56150.48,59793.51,3643.03,6.49,41.31,EUR
2022-08-31,PF00059,INST013,632.99,66.2628,50.6137,41943.69,32037.97,-9905.72,-23.62,7.77,EUR
2022-08-31,PF00059,INST006,295.25,89.9495,113.8249,26557.59,33606.8,7049.21,26.54,8.15,EUR
2022-08-31,PF00059,INST015,94.79,70.7435,74.5279,6705.78,7064.5,358.72,5.35,1.71,EUR
2022-08-31,PF00059,INST008,950.48,316.9539,357.1769,301258.34,339489.5,38231.16,12.69,82.36,EUR
2022-08-31,PF00142,INST007,23.64,284.891,292.9476,6734.82,6925.28,190.46,2.83,10.36,EUR
2022-08-31,PF00142,INST015,683.73,90.1032,87.6821,61606.26,59950.88,-1655.38,-2.69,89.64,EUR
2022-08-31,PF00073,INST011,238.65,149.5865,180.7017,35698.82,43124.46,7425.64,20.8,15.0,EUR
2022-08-31,PF00073,INST007,446.05,279.0417,217.4503,124466.55,96993.71,-27472.84,-22.07,33.74,EUR
2022-08-31,PF00073,INST014,51.02,340.2409,329.4263,17359.09,16807.33,-551.76,-3.18,5.85,EUR
2022-08-31,PF00073,INST002,307.86,382.1371,424.1435,117644.73,130576.82,12932.09,10.99,45.42,EUR
2022-08-31,PF00004,INST003,32.87,355.9491,398.9981,11700.05,13115.07,1415.02,12.09,3.67,EUR
2022-08-31,PF00004,INST011,684.95,374.3985,374.3527,256444.25,256412.88,-31.37,-0.01,71.84,EUR
2022-08-31,PF00004,INST008,610.91,157.7127,143.0923,96348.27,87416.52,-8931.75,-9.27,24.49,EUR
2022-08-31,PF00079,INST011,826.15,380.9018,513.5334,314682.02,424255.62,109573.6,34.82,69.66,EUR
2022-08-31,PF00079,INST006,233.01,279.3954,247.8957,65101.92,57762.18,-7339.74,-11.27,9.48,EUR
2022-08-31,PF00079,INST012,225.36,152.5084,128.2699,34369.29,28906.9,-5462.39,-15.89,4.75,EUR
2022-08-31,PF00079,INST013,173.1,176.987,221.4621,30636.45,38335.09,7698.64,25.13,6.29,EUR
2022-08-31,PF00079,INST015,917.14,84.0475,65.1324,77083.32,59735.53,-17347.79,-22.51,9.81,EUR
2022-08-31,PF00027,INST004,784.52,320.4773,421.8333,251420.85,330936.66,79515.81,31.63,44.75,EUR
2022-08-31,PF00027,INST006,671.2,141.2222,165.2988,94788.34,110948.55,16160.21,17.05,15.0,EUR
2022-08-31,PF00027,INST002,873.25,264.4011,340.9112,230888.26,297700.71,66812.45,28.94,40.25,EUR
2022-08-31,PF00066,INST007,44.87,64.2193,49.6199,2881.52,2226.44,-655.08,-22.73,0.32,EUR
2022-08-31,PF00066,INST012,363.4,257.0942,351.2616,93428.03,127648.47,34220.44,36.63,18.34,EUR
2022-08-31,PF00066,INST004,553.29,145.6288,201.3146,80574.96,111385.36,30810.4,38.24,16.0,EUR
2022-08-31,PF00066,INST011,903.18,242.548,301.825,219064.5,272602.3,53537.8,24.44,39.16,EUR
2022-08-31,PF00066,INST010,801.04,195.9916,227.5028,156997.11,182238.84,25241.73,16.08,26.18,EUR
2022-09-30,PF00081,INST015,46.45,147.2108,147.0232,6837.94,6829.23,-8.71,-0.13,6.63,EUR
2022-09-30,PF00081,INST007,944.3,78.8701,101.9223,74477.04,96245.23,21768.19,29.23,93.37,EUR
2022-09-30,PF00027,INST008,46.52,142.7182,178.1037,6639.25,8285.38,1646.13,24.79,3.22,EUR
2022-09-30,PF00027,INST002,376.28,200.5491,187.4239,75462.62,70523.87,-4938.75,-6.54,27.44,EUR
2022-09-30,PF00027,INST007,351.55,280.8593,345.7116,98736.09,121534.91,22798.82,23.09,47.28,EUR
2022-09-30,PF00027,INST006,152.0,366.0241,373.036,55635.66,56701.47,1065.81,1.92,22.06,EUR
2022-09-30,PF00078,INST005,800.18,90.0763,80.391,72077.25,64327.27,-7749.98,-10.75,16.09,EUR
2022-09-30,PF00078,INST012,732.99,212.0175,165.1508,155406.71,121053.88,-34352.83,-22.11,30.27,EUR
2022-09-30,PF00078,INST006,598.99,219.7872,226.0668,131650.33,135411.75,3761.42,2.86,33.86,EUR
2022-09-30,PF00078,INST015,30.71,116.2728,128.5893,3570.74,3948.98,378.24,10.59,0.99,EUR
2022-09-30,PF00078,INST002,200.41,136.2857,136.9555,27313.02,27447.25,134.23,0.49,6.86,EUR
2022-09-30,PF00078,INST010,332.01,107.6734,143.6708,35748.65,47700.14,11951.49,33.43,11.93,EUR
2022-09-30,PF00003,INST011,288.5,286.5557,272.8427,82671.32,78715.12,-3956.2,-4.79,21.4,EUR
2022-09-30,PF00003,INST007,268.91,317.0148,293.4509,85248.45,78911.88,-6336.57,-7.43,21.46,EUR
2022-09-30,PF00003,INST001,798.79,202.3657,168.0816,161647.7,134261.9,-27385.8,-16.94,36.51,EUR
2022-09-30,PF00003,INST012,358.78,148.8452,143.1307,53402.68,51352.43,-2050.25,-3.84,13.96,EUR
2022-09-30,PF00003,INST008,348.07,80.2097,70.452,27918.59,24522.23,-3396.36,-12.17,6.67,EUR
2022-09-30,PF00097,INST012,263.27,93.0084,111.3455,24486.32,29313.93,4827.61,19.72,4.24,EUR
2022-09-30,PF00097,INST003,351.23,344.863,387.6831,121126.23,136165.94,15039.71,12.42,19.71,EUR
2022-09-30,PF00097,INST002,358.06,375.4066,494.0263,134418.09,176891.06,42472.97,31.6,25.6,EUR
2022-09-30,PF00097,INST004,632.15,320.4561,420.7833,202576.32,265998.16,63421.84,31.31,38.49,EUR
2022-09-30,PF00097,INST009,345.88,178.7269,238.9043,61818.06,82632.22,20814.16,33.67,11.96,EUR
2022-09-30,PF00029,INST011,923.43,293.9933,304.3099,271482.23,281008.89,9526.66,3.51,39.47,EUR
2022-09-30,PF00029,INST001,476.1,102.9539,89.8063,49016.35,42756.78,-6259.57,-12.77,6.01,EUR
2022-09-30,PF00029,INST009,313.78,292.2932,254.241,91715.76,79775.74,-11940.02,-13.02,11.21,EUR
2022-09-30,PF00029,INST005,622.12,221.0495,300.3165,137519.31,186832.9,49313.59,35.86,26.24,EUR
2022-09-30,PF00029,INST015,735.97,136.8807,138.8465,100740.09,102186.86,1446.77,1.44,14.35,EUR
2022-09-30,PF00029,INST013,166.77,136.6104,116.1903,22782.52,19377.06,-3405.46,-14.95,2.72,EUR
2022-09-30,PF00113,INST003,444.58,202.0461,232.2246,89825.66,103242.41,13416.75,14.94,9.89,EUR
2022-09-30,PF00113,INST008,912.41,327.7224,428.9714,299017.19,391397.8,92380.61,30.89,37.48,EUR
2022-09-30,PF00113,INST014,584.83,345.5833,430.4259,202107.48,251725.98,49618.5,24.55,24.1,EUR
2022-09-30,PF00113,INST012,542.05,206.2222,249.3533,111782.74,135161.96,23379.22,20.91,12.94,EUR
2022-09-30,PF00113,INST007,755.04,254.2494,215.6497,191968.47,162824.15,-29144.32,-15.18,15.59,EUR
2022-09-30,PF00014,INST005,209.24,221.1443,257.4527,46272.23,53869.4,7597.17,16.42,5.63,EUR
2022-09-30,PF00014,INST015,499.96,395.8664,510.2776,197917.37,255118.39,57201.02,28.9,26.68,EUR
2022-09-30,PF00014,INST010,752.76,191.1502,206.0622,143890.22,155115.38,11225.16,7.8,16.22,EUR
2022-09-30,PF00014,INST013,712.22,261.2384,344.7889,186059.21,245565.55,59506.34,31.98,25.68,EUR
2022-09-30,PF00014,INST004,910.73,165.6169,167.74,150832.28,152765.85,1933.57,1.28,15.97,EUR
2022-09-30,PF00014,INST002,428.47,203.6989,219.1611,87278.87,93903.96,6625.09,7.59,9.82,EUR
2022-09-30,PF00129,INST001,402.86,365.6795,443.3157,147317.64,178594.16,31276.52,21.23,88.96,EUR
2022-09-30,PF00129,INST004,214.33,87.5561,91.2877,18765.9,19565.69,799.79,4.26,9.75,EUR
2022-09-30,PF00129,INST002,24.67,135.164,104.9954,3334.5,2590.24,-744.26,-22.32,1.29,EUR
2022-09-30,PF00115,INST009,229.39,119.897,140.9054,27503.17,32322.29,4819.12,17.52,9.58,EUR
2022-09-30,PF00115,INST011,797.53,282.6614,374.9713,225430.95,299050.86,73619.91,32.66,88.67,EUR
