PeriodeDate,PortefeuilleID,Rendement_pct,Benchmark_pct,Alpha_pct,Volatilite_pct,RatioSharpe,MaxDrawdown_pct,ValeurPortefeuille_EUR,FluxNets_EUR,RendementCumule_pct
2022-07-31,PF00132,-6.9,2.9,-9.8,12.2,-0.5656,-1.58,1921821.68,31536.79,51.2519
2022-07-31,PF00109,2.49,6.78,-4.29,13.77,0.1808,-7.92,1033095.14,84857.65,37.5512
2022-07-31,PF00135,4.76,-5.51,10.27,1.48,3.2162,-9.82,350957.57,77370.18,24.182
2022-07-31,PF00130,4.32,3.51,0.81,18.51,0.2334,-3.94,1479430.52,18791.12,18.8326
2022-07-31,PF00080,-3.07,8.98,-12.05,1.73,-1.7746,-7.45,1931613.22,77140.87,-10.2372
2022-07-31,PF00114,6.11,-2.78,8.89,7.68,0.7956,-2.06,1687576.82,27123.39,16.7323
2022-07-31,PF00071,-5.6,1.09,-6.69,14.38,-0.3894,-14.96,1784086.8,55449.74,47.0783
2022-07-31,PF00065,5.96,-2.74,8.7,15.41,0.3868,-4.84,897646.44,50842.22,34.56
2022-07-31,PF00142,9.18,5.76,3.42,3.08,2.9805,-0.04,779726.7,38914.03,48.19
2022-07-31,PF00103,5.69,-5.65,11.34,9.25,0.6151,-10.54,820387.73,968.82,53.1012
2022-07-31,PF00092,3.48,1.2,2.28,15.28,0.2277,-11.27,618914.75,7939.06,45.0348
2022-07-31,PF00143,5.86,2.19,3.67,2.85,2.0561,-7.63,178308.99,78641.73,44.4894
2022-07-31,PF00046,-6.79,1.77,-8.56,9.25,-0.7341,-13.36,257209.76,42309.76,9.5158
2022-07-31,PF00070,-2.6,-4.75,2.15,11.71,-0.222,-12.01,1065344.21,27333.5,33.4332
2022-07-31,PF00039,11.28,0.61,10.67,5.71,1.9755,-12.58,786748.71,31995.61,-10.9555
2022-07-31,PF00079,0.22,-0.38,0.6,7.66,0.0287,-1.97,455750.73,-25480.06,43.3181
2022-07-31,PF00120,1.38,-4.73,6.11,16.85,0.0819,-13.08,1744090.44,30376.21,15.8153
2022-07-31,PF00010,10.49,-1.54,12.03,4.64,2.2608,-8.91,197944.95,90717.95,39.362
2022-07-31,PF00150,11.44,5.37,6.07,14.2,0.8056,-4.83,431505.81,97666.52,50.1728
2022-07-31,PF00107,-1.19,4.87,-6.06,16.19,-0.0735,-9.92,1040270.77,99513.96,-0.6296
2022-07-31,PF00067,-7.91,9.1,-17.01,18.24,-0.4337,-7.25,174838.78,24627.99,78.3654
2022-07-31,PF00105,8.07,6.56,1.51,17.14,0.4708,-4.47,1218341.18,26607.86,-5.6637
2022-07-31,PF00076,-2.73,2.44,-5.17,5.0,-0.546,-11.48,1896376.74,76609.11,42.8901
2022-07-31,PF00139,1.41,-1.25,2.66,8.51,0.1657,-7.67,261106.76,38998.95,34.8694
2022-07-31,PF00036,-5.95,-2.57,-3.38,18.35,-0.3243,-5.61,1187605.17,41827.03,33.1176
2022-07-31,PF00038,1.63,3.87,-2.24,10.41,0.1566,-12.34,556111.82,73951.18,-7.4932
2022-07-31,PF00125,5.87,9.39,-3.52,16.25,0.3612,-8.49,938861.64,470.73,0.2724
2022-07-31,PF00049,6.51,6.73,-0.22,8.89,0.7323,-0.04,210090.22,49599.44,48.7516
2022-07-31,PF00068,2.23,3.02,-0.79,18.74,0.119,-12.14,1647141.07,60780.7,74.9829
2022-07-31,PF00118,7.63,4.17,3.46,13.64,0.5594,-7.02,290061.37,24625.08,37.5902
2022-07-31,PF00003,8.85,-0.39,9.24,4.99,1.7735,-0.37,1928345.01,65204.41,24.9743
2022-07-31,PF00045,-5.4,7.69,-13.09,10.76,-0.5019,-13.41,1328816.07,-6186.6,66.7088
2022-07-31,PF00024,8.76,6.56,2.2,16.54,0.5296,-2.61,538377.01,-15415.25,36.7191
2022-07-31,PF00122,6.08,1.54,4.54,3.24,1.8765,-9.54,253141.81,56922.28,-1.1018
2022-07-31,PF00057,10.22,0.52,9.7,12.38,0.8255,-1.17,1442112.72,23565.05,31.1782
2022-07-31,PF00029,9.88,1.09,8.79,1.95,5.0667,-13.93,567496.37,23511.16,-8.056
2022-07-31,PF00129,-6.8,7.96,-14.76,2.75,-2.4727,-0.58,1024367.81,47162.5,1.5113
2022-07-31,PF00095,-6.33,-3.49,-2.84,19.42,-0.326,-1.43,941124.02,-11935.27,5.5021
2022-07-31,PF00119,-4.54,7.13,-11.67,13.09,-0.3468,-8.58,1210846.25,88677.44,48.5128
2022-07-31,PF00073,5.1,-1.14,6.24,10.66,0.4784,-11.97,876873.0,-17155.34,31.1274
2022-07-31,PF00141,6.77,-4.58,11.35,1.7,3.9824,-0.17,847973.75,-34604.59,43.3006
2022-07-31,PF00044,5.87,2.51,3.36,11.53,0.5091,-11.24,1941206.24,-16377.19,36.1903
2022-07-31,PF00133,7.22,0.85,6.37,14.45,0.4997,-2.52,1671360.58,3428.55,11.1358
2022-07-31,PF00028,8.75,-3.58,12.33,5.65,1.5487,-6.05,524400.62,74261.7,45.0709
2022-07-31,PF00006,0.3,-4.5,4.8,11.7,0.0256,-1.45,1670050.59,-35491.69,31.5112
2022-07-31,PF00117,7.18,9.49,-2.31,18.46,0.3889,-12.56,1240307.64,25763.28,43.9453
2022-07-31,PF00027,4.38,-1.02,5.4,19.05,0.2299,-6.04,1178893.28,20422.74,-9.2333
2022-07-31,PF00112,-1.15,8.32,-9.47,7.53,-0.1527,-11.44,1705914.93,89096.03,13.7543
2022-07-31,PF00146,-0.52,2.15,-2.67,13.99,-0.0372,-7.29,1299061.59,26550.87,69.2304
2022-07-31,PF00034,10.15,4.52,5.63,2.13,4.7653,-2.48,1007189.2,-12473.96,58.541
2022-07-31,PF00035,8.02,8.45,-0.43,12.75,0.629,-3.82,1197072.82,19817.09,-11.3782
2022-07-31,PF00008,-3.96,4.61,-8.57,3.93,-1.0076,-0.11,1994086.61,12120.89,77.9351
2022-07-31,PF00077,3.06,3.4,-0.34,5.57,0.5494,-3.22,1009814.19,-14493.04,79.1601
2022-07-31,PF00145,3.52,-1.32,4.84,12.92,0.2724,-4.97,1785718.26,-49676.23,75.1523
2022-07-31,PF00041,7.61,1.38,6.23,9.96,0.7641,-2.53,431609.72,70838.47,53.3617
2022-07-31,PF00033,11.47,5.38,6.09,9.84,1.1657,-4.15,682072.12,71316.03,1.2303
2022-07-31,PF00011,8.85,-1.73,10.58,5.77,1.5338,-12.92,812929.27,49134.48,-8.4285
2022-07-31,PF00063,9.79,-4.71,14.5,2.54,3.8543,-12.52,64310.23,-42764.73,52.8062
2022-07-31,PF00075,6.88,-4.68,11.56,9.45,0.728,-8.75,1830322.45,89174.61,19.2496
2022-07-31,PF00134,-7.98,-3.86,-4.12,7.36,-1.0842,-14.8,1945847.25,67409.12,-0.3982
2022-07-31,PF00101,6.68,6.79,-0.11,2.98,2.2416,-4.41,275627.58,2184.24,-1.9153
2022-07-31,PF00020,9.71,8.68,1.03,3.46,2.8064,-6.2,1005176.13,67513.65,13.526
2022-07-31,PF00013,-5.34,4.42,-9.76,5.67,-0.9418,-7.04,1089454.58,563.97,47.5105
2022-07-31,PF00088,7.64,4.38,3.26,10.22,0.7476,-2.79,960705.21,8103.32,0.0609
2022-07-31,PF00123,-6.91,9.01,-15.92,16.86,-0.4098,-9.69,1043660.21,28457.97,75.0315
2022-07-31,PF00062,-7.97,-5.12,-2.85,1.37,-5.8175,-5.03,1867798.82,-19635.59,76.9626
2022-07-31,PF00014,6.21,7.88,-1.67,2.8,2.2179,-9.91,919182.81,3865.71,49.7539
2022-07-31,PF00081,6.79,5.65,1.14,5.04,1.3472,-11.98,971438.32,57926.87,38.0012
2022-07-31,PF00001,0.38,-5.25,5.63,3.61,0.1053,-7.19,1375352.43,10579.67,49.5411
2022-08-31,PF00026,-2.82,5.41,-8.23,11.03,-0.2557,-3.92,1649281.73,-14809.15,62.9329
2022-08-31,PF00090,6.93,4.65,2.28,2.48,2.7944,-9.72,1313761.17,-24348.66,54.3966
2022-08-31,PF00035,-4.86,4.08,-8.94,14.36,-0.3384,-1.06,338952.62,5325.84,62.6375
2022-08-31,PF00115,-3.6,-1.47,-2.13,16.23,-0.2218,-4.38,435275.54,-36344.35,-12.5089
2022-08-31,PF00009,7.22,1.7,5.52,2.28,3.1667,-2.25,994796.74,-27801.47,70.4183
2022-08-31,PF00025,9.93,0.11,9.82,16.45,0.6036,-0.15,1429553.82,38637.33,-18.3348
2022-08-31,PF00039,5.61,-4.31,9.92,17.2,0.3262,-5.43,921634.56,15185.49,3.4557
2022-08-31,PF00124,9.93,-0.02,9.95,9.1,1.0912,-13.35,442426.03,80509.72,-15.3986
2022-08-31,PF00071,0.71,9.55,-8.84,18.76,0.0378,-0.18,1990793.66,-27007.92,-9.6102
2022-08-31,PF00001,-5.45,-5.54,0.09,9.28,-0.5873,-11.47,1483071.28,17787.72,3.37
2022-08-31,PF00030,-0.56,9.27,-9.83,10.89,-0.0514,-10.69,496742.31,-26917.49,49.5628
2022-08-31,PF00038,-2.06,9.47,-11.53,6.14,-0.3355,-13.12,848731.27,-45813.93,39.0068
2022-08-31,PF00109,2.12,-2.48,4.6,16.89,0.1255,-12.53,311613.52,-16992.12,28.0071
2022-08-31,PF00120,1.92,-2.3,4.22,15.11,0.1271,-3.74,1286859.34,79899.56,3.7351
2022-08-31,PF00107,-1.67,6.75,-8.42,8.5,-0.1965,-13.7,1288918.79,1487.28,45.4622
2022-08-31,PF00069,-1.16,8.87,-10.03,7.07,-0.1641,-7.52,1098857.28,7223.95,30.6414
2022-08-31,PF00148,-0.44,6.12,-6.56,12.3,-0.0358,-9.16,1896500.43,59245.37,68.5306
2022-08-31,PF00135,-7.48,-0.07,-7.41,18.9,-0.3958,-8.71,1075407.97,58785.86,2.614
2022-08-31,PF00082,2.68,-1.69,4.37,15.63,0.1715,-0.32,1329445.47,-39210.08,26.7083
2022-08-31,PF00077,10.71,2.57,8.14,1.1,9.7364,-4.58,1215057.56,92191.63,21.5245
2022-08-31,PF00126,0.37,-2.51,2.88,9.1,0.0407,-12.29,393438.83,32595.05,-4.6016
2022-08-31,PF00106,7.54,-0.05,7.59,19.12,0.3944,-13.7,1187302.21,83706.67,-0.6879
2022-08-31,PF00127,5.33,-0.47,5.8,18.6,0.2866,-5.1,918601.55,18238.07,-14.5285
2022-08-31,PF00011,-5.0,-2.74,-2.26,7.91,-0.6321,-1.5,1755666.66,88349.05,42.0035
2022-08-31,PF00075,-7.19,-1.99,-5.2,6.28,-1.1449,-5.44,1651895.71,-31056.6,78.5248
2022-08-31,PF00020,-1.92,7.89,-9.81,9.09,-0.2112,-4.29,1001721.0,36450.46,7.5438
2022-08-31,PF00104,7.91,3.93,3.98,15.85,0.4991,-6.76,1133276.3,-43446.04,6.5605
2022-08-31,PF00108,2.14,6.84,-4.7,15.05,0.1422,-13.32,283325.98,64041.81,-13.3846
2022-08-31,PF00018,-5.87,7.25,-13.12,6.67,-0.8801,-1.47,73280.83,13502.4,65.0652
2022-08-31,PF00129,0.76,3.37,-2.61,5.72,0.1329,-5.12,1738403.93,-7883.88,20.7728
2022-08-31,PF00144,-7.26,7.65,-14.91,17.66,-0.4111,-6.59,627536.82,49983.58,59.4743
2022-08-31,PF00059,-5.36,-3.74,-1.62,12.66,-0.4234,-7.56,1601285.09,65897.99,42.6289
2022-08-31,PF00070,10.36,3.26,7.1,12.74,0.8132,-8.31,1147064.28,52001.44,51.6449
2022-08-31,PF00099,8.32,7.19,1.13,14.82,0.5614,-3.72,1355399.08,31052.54,66.6682
2022-08-31,PF00116,7.78,9.7,-1.92,15.17,0.5129,-7.32,1579744.07,2029.33,2.4455
2022-08-31,PF00125,1.59,4.89,-3.3,10.0,0.159,-9.65,1326497.63,-42458.83,66.4143
2022-08-31,PF00022,-3.8,1.44,-5.24,18.27,-0.208,-13.87,1355439.29,98351.84,18.1987
2022-08-31,PF00016,-1.85,5.12,-6.97,9.12,-0.2029,-4.77,1417911.76,-48831.93,67.0347
2022-08-31,PF00094,9.03,-1.72,10.75,12.31,0.7335,-7.79,1862951.83,-12271.37,12.7277
2022-08-31,PF00086,-6.9,4.1,-11.0,7.78,-0.8869,-6.63,686410.22,2289.96,13.4345
2022-08-31,PF00031,8.84,-3.82,12.66,4.33,2.0416,-13.96,1144647.79,-8761.53,77.4044
2022-08-31,PF00088,11.85,-5.79,17.64,16.75,0.7075,-5.29,522016.22,57549.37,52.105
2022-08-31,PF00122,-6.51,-4.78,-1.73,1.28,-5.0859,-12.83,1954387.73,65437.0,29.9768
2022-08-31,PF00045,-5.21,7.46,-12.67,19.14,-0.2722,-6.41,724669.56,1019.78,8.8353
2022-08-31,PF00118,3.54,1.51,2.03,9.19,0.3852,-11.04,544796.12,28022.4,72.8746
2022-08-31,PF00067,-2.89,5.79,-8.68,7.9,-0.3658,-7.58,439732.68,33358.18,19.3589
2022-08-31,PF00100,5.65,9.86,-4.21,8.83,0.6399,-6.19,557309.61,7473.32,72.5352
2022-08-31,PF00004,-0.76,1.44,-2.2,5.11,-0.1487,-12.99,575567.92,51185.21,79.6519
2022-08-31,PF00064,-5.06,2.73,-7.79,3.94,-1.2843,-8.87,1110724.45,14767.14,62.092
2022-08-31,PF00052,6.35,7.74,-1.39,10.16,0.625,-8.89,1005413.99,-26897.95,27.2384
2022-08-31,PF00013,9.87,9.36,0.51,3.91,2.5243,-0.44,1828594.7,-8001.45,28.0031
2022-08-31,PF00138,-3.09,-0.08,-3.01,13.1,-0.2359,-0.7,1068833.9,2473.25,77.3302
2022-08-31,PF00017,11.95,8.04,3.91,15.62,0.765,-6.17,1356797.86,44988.72,67.4602
2022-08-31,PF00076,1.82,4.06,-2.24,12.92,0.1409,-7.75,1091765.74,-30383.88,35.0693
2022-08-31,PF00095,0.13,-0.88,1.01,17.19,0.0076,-12.78,232948.96,99120.17,65.8891
2022-08-31,PF00098,3.54,8.85,-5.31,5.27,0.6717,-9.61,1919593.9,70383.08,-1.2006
2022-08-31,PF00062,10.17,-1.74,11.91,4.26,2.3873,-9.12,1206953.88,41682.37,1.7903
2022-08-31,PF00141,9.12,2.19,6.93,17.59,0.5185,-4.73,589131.21,41581.78,48.4108
2022-08-31,PF00055,4.07,9.38,-5.31,12.91,0.3153,-13.25,348077.85,-25556.65,12.237
2022-08-31,PF00111,-2.26,1.26,-3.52,5.62,-0.4021,-5.56,1976120.68,40776.4,51.2598
2022-08-31,PF00048,11.99,7.82,4.17,12.16,0.986,-12.22,1390744.45,42493.75,40.1974
2022-08-31,PF00029,6.35,2.85,3.5,11.89,0.5341,-0.58,1013582.03,81936.69,25.4701
2022-08-31,PF00083,7.62,3.91,3.71,7.8,0.9769,-5.35,1934316.36,9414.66,1.5651
2022-08-31,PF00050,3.46,5.84,-2.38,3.04,1.1382,-13.35,788592.2,28079.28,-1.2657
2022-08-31,PF00051,9.51,7.27,2.24,2.14,4.4439,-14.8,1202645.47,20054.74,33.8343
2022-08-31,PF00014,-5.33,5.01,-10.34,19.25,-0.2769,-6.3,616186.25,7142.14,29.135
2022-08-31,PF00019,-7.57,1.8,-9.37,1.54,-4.9156,-2.13,1756953.77,10536.96,-12.8484
2022-08-31,PF00128,-5.32,4.79,-10.11,5.8,-0.9172,-13.37,171304.58,10058.7,0.4803
2022-08-31,PF00015,9.75,4.08,5.67,14.11,0.691,-4.3,688126.28,9353.52,63.6551
2022-08-31,PF00123,-6.39,-1.09,-5.3,8.7,-0.7345,-4.6,1970077.56,18187.65,26.2093
2022-08-31,PF00028,10.37,3.14,7.23,12.09,0.8577,-5.66,233665.02,41596.65,57.3033
2022-08-31,PF00060,6.05,5.07,0.98,19.87,0.3045,-12.06,1258430.46,78275.44,66.9865
2022-08-31,PF00131,-4.17,-0.61,-3.56,9.7,-0.4299,-3.89,966165.69,-35618.99,-15.4268
2022-08-31,PF00147,-2.6,-0.27,-2.33,19.69,-0.132,-8.18,1484936.99,-29430.64,67.1855
2022-08-31,PF00065,-2.71,2.39,-5.1,17.53,-0.1546,-3.11,484216.63,-49660.13,52.7914
2022-08-31,PF00012,-7.72,1.83,-9.55,18.67,-0.4135,-11.86,1391400.54,66034.78,47.881
2022-08-31,PF00034,-5.71,8.49,-14.2,18.36,-0.311,-0.56,218649.7,-19383.5,58.2831
2022-08-31,PF00105,-2.81,9.64,-12.45,17.53,-0.1603,-4.41,566659.25,90190.66,-19.695
2022-08-31,PF00007,9.03,3.65,5.38,13.52,0.6679,-12.65,491192.93,64370.7,40.7612
2022-08-31,PF00078,-1.58,-5.18,3.6,4.14,-0.3816,-4.34,1312842.83,5750.95,64.6686
2022-08-31,PF00114,-4.66,4.85,-9.51,12.46,-0.374,-4.69,1186176.97,94238.94,10.7884
2022-08-31,PF00066,-0.39,-3.47,3.08,12.8,-0.0305,-7.19,1957437.94,-21892.16,8.0835
2022-08-31,PF00150,3.15,-2.83,5.98,2.89,1.09,-2.97,1997220.59,56678.27,76.6312
2022-08-31,PF00044,-2.24,0.82,-3.06,3.27,-0.685,-9.77,1850061.37,12692.52,70.2004
2022-08-31,PF00133,3.39,-2.53,5.92,13.0,0.2608,-3.37,901455.53,87771.05,33.4778
2022-08-31,PF00079,7.23,8.43,-1.2,11.64,0.6211,-1.68,1391469.56,-29395.53,-8.1222
2022-08-31,PF00074,3.13,0.3,2.83,9.63,0.325,-3.15,1774191.29,-33176.24,74.08
2022-08-31,PF00140,-1.48,-5.6,4.12,18.26,-0.0811,-7.45,179967.55,13541.62,72.2584
2022-08-31,PF00142,7.08,2.63,4.45,11.41,0.6205,-14.78,1277663.53,38697.51,23.5479
2022-08-31,PF00049,-3.23,3.46,-6.69,4.42,-0.7308,-5.47,1097592.9,41842.2,-10.8028
2022-08-31,PF00081,2.55,-3.25,5.8,14.48,0.1761,-7.02,1398640.86,65266.54,-10.7066
2022-08-31,PF00008,2.11,5.39,-3.28,14.71,0.1434,-4.18,1329190.21,286.39,0.3706
2022-08-31,PF00042,-7.28,4.17,-11.45,18.37,-0.3963,-8.93,679194.18,1242.97,29.6333
2022-08-31,PF00146,-6.05,8.89,-14.94,14.41,-0.4198,-13.01,1056198.57,45649.93,-11.4986
2022-08-31,PF00054,4.33,-5.78,10.11,8.68,0.4988,-8.8,1935095.81,56704.3,-6.9812
2022-08-31,PF00084,2.86,7.82,-4.96,1.09,2.6239,-1.02,1889953.84,-18919.35,27.672
2022-08-31,PF00002,1.85,4.02,-2.17,6.02,0.3073,-0.47,1891379.11,71078.39,70.0651
2022-08-31,PF00097,8.63,3.44,5.19,4.17,2.0695,-12.71,513649.11,87546.04,59.0339
2022-08-31,PF00113,3.02,4.72,-1.7,19.33,0.1562,-1.21,1303887.23,-26005.67,-18.8568
2022-08-31,PF00134,5.7,-0.49,6.19,11.73,0.4859,-12.47,988418.97,66556.9,14.8807
2022-09-30,PF00031,6.96,8.0,-1.04,3.12,2.2308,-7.79,1733343.97,24445.55,-8.475
2022-09-30,PF00060,-6.23,-4.43,-1.8,5.82,-1.0704,-9.15,1062262.75,74062.42,54.3014
2022-09-30,PF00002,2.75,9.26,-6.51,3.12,0.8814,-3.22,344749.57,-29060.77,19.1375
2022-09-30,PF00062,5.21,1.37,3.84,15.97,0.3262,-2.37,354165.17,-12526.34,54.903
2022-09-30,PF00125,-4.43,0.9,-5.33,5.52,-0.8025,-0.01,89587.81,94045.82,36.7794
2022-09-30,PF00059,8.38,2.82,5.56,18.83,0.445,-2.95,1511112.33,52465.98,-11.0798
2022-09-30,PF00039,0.06,9.5,-9.44,15.06,0.004,-9.35,1746498.87,65637.96,-8.4483
2022-09-30,PF00121,-2.19,-1.58,-0.61,4.35,-0.5034,-0.52,292148.04,76118.76,-12.9146
2022-09-30,PF00043,5.8,-3.0,8.8,4.33,1.3395,-10.43,1776574.49,67777.68,79.2818
2022-09-30,PF00023,11.41,1.99,9.42,4.41,2.5873,-6.71,1909295.32,67875.89,15.0387
2022-09-30,PF00077,5.82,7.82,-2.0,7.32,0.7951,-7.68,1313378.72,36996.5,-6.6807
2022-09-30,PF00016,-7.79,-3.09,-4.7,10.51,-0.7412,-10.4,618668.07,16360.7,72.4867
2022-09-30,PF00047,-0.96,-1.17,0.21,18.01,-0.0533,-2.92,1709916.07,6596.11,33.4819
2022-09-30,PF00144,-7.46,5.23,-12.69,4.62,-1.6147,-10.3,484337.77,34627.78,63.0177
2022-09-30,PF00112,7.87,4.96,2.91,13.34,0.59,-2.02,1441245.84,11834.01,40.0522
2022-09-30,PF00130,-6.02,7.53,-13.55,13.48,-0.4466,-0.8,1778189.44,-21999.79,73.8089
2022-09-30,PF00009,-1.34,-0.81,-0.53,15.49,-0.0865,-7.63,1584563.11,82956.46,16.3975
2022-09-30,PF00150,-7.01,2.38,-9.39,15.38,-0.4558,-8.08,1282481.84,-27886.69,-0.4539
2022-09-30,PF00074,-4.18,3.26,-7.44,11.69,-0.3576,-2.47,235218.96,58535.64,-2.1048
2022-09-30,PF00102,-7.79,7.51,-15.3,12.76,-0.6105,-12.95,916836.83,24545.38,33.5023
2022-09-30,PF00064,-5.62,-0.72,-4.9,9.73,-0.5776,-0.53,1390867.36,-18349.47,31.3534
2022-09-30,PF00083,9.95,0.72,9.23,7.31,1.3611,-9.63,1481748.72,-47269.98,54.7165
2022-09-30,PF00085,-0.55,-2.75,2.2,4.69,-0.1173,-11.34,802976.33,-40983.04,55.7127
2022-09-30,PF00100,1.68,-0.91,2.59,15.21,0.1105,-4.12,677537.12,67848.31,73.3781
2022-09-30,PF00003,-2.57,-1.28,-1.29,5.84,-0.4401,-5.73,967019.95,-39913.54,45.9957
2022-09-30,PF00114,7.75,1.71,6.04,2.18,3.555,-8.21,1154517.04,85385.22,63.8395
2022-09-30,PF00051,-7.24,9.77,-17.01,13.59,-0.5327,-7.21,735347.65,18747.02,34.802
2022-09-30,PF00084,-0.72,0.88,-1.6,15.11,-0.0477,-0.33,1924783.82,32059.2,52.7549
2022-09-30,PF00113,11.81,4.68,7.13,7.17,1.6471,-11.37,1822533.04,-44755.72,67.7501
2022-09-30,PF00055,-3.64,8.11,-11.75,18.68,-0.1949,-1.78,1427805.35,39604.67,18.3013
2022-09-30,PF00120,8.52,-5.54,14.06,6.56,1.2988,-4.61,267944.41,-7149.14,14.7907
2022-09-30,PF00143,8.46,9.95,-1.49,10.16,0.8327,-13.73,1883524.71,35433.73,75.0081
2022-09-30,PF00081,-1.64,2.03,-3.67,5.49,-0.2987,-1.35,665097.22,82641.5,30.224
2022-09-30,PF00109,0.22,-4.33,4.55,13.72,0.016,-9.38,1103726.06,-21876.08,46.5221
2022-09-30,PF00082,-3.99,6.84,-10.83,14.13,-0.2824,-10.12,1040918.43,22450.29,21.5487
2022-09-30,PF00041,9.34,5.44,3.9,17.29,0.5402,-10.37,442286.92,94521.34,-4.2814
2022-09-30,PF00037,11.18,6.9,4.28,14.4,0.7764,-11.63,1384456.01,-6611.3,19.6489
2022-09-30,PF00006,1.55,8.52,-6.97,3.36,0.4613,-5.56,1480193.0,-16282.82,-7.4188
2022-09-30,PF00104,8.26,-0.11,8.37,2.54,3.252,-13.81,165600.45,22616.92,62.2803
2022-09-30,PF00103,6.97,5.02,1.95,19.73,0.3533,-8.01,620732.39,7023.84,38.0144
2022-09-30,PF00147,4.03,7.94,-3.91,6.88,0.5858,-9.32,360614.12,-39652.0,69.2891
2022-09-30,PF00076,-6.04,8.47,-14.51,2.42,-2.4959,-11.15,501683.15,61520.31,35.902
2022-09-30,PF00015,3.13,5.55,-2.42,15.74,0.1989,-8.24,1691120.54,84717.71,56.6779
2022-09-30,PF00133,-6.79,4.49,-11.28,5.44,-1.2482,-10.45,1589015.12,90573.03,73.1582
2022-09-30,PF00099,7.89,1.25,6.64,12.66,0.6232,-12.28,814024.49,23608.12,43.2266
2022-09-30,PF00128,8.57,0.79,7.78,5.22,1.6418,-6.31,860686.89,-31676.71,24.1119
2022-09-30,PF00149,0.99,-5.42,6.41,2.93,0.3379,-8.14,540420.93,-19634.87,51.4895
2022-09-30,PF00004,-3.13,-3.57,0.44,2.76,-1.1341,-7.89,624828.11,-26899.21,78.8328
2022-09-30,PF00142,-3.12,0.45,-3.57,6.09,-0.5123,-14.58,709623.39,54166.74,-14.0888
2022-09-30,PF00061,3.01,2.21,0.8,19.36,0.1555,-12.61,257519.92,-42486.71,-13.9668
2022-09-30,PF00118,-4.36,8.26,-12.62,11.54,-0.3778,-12.52,1392892.53,76594.89,8.5701
2022-09-30,PF00108,4.51,1.0,3.51,18.92,0.2384,-9.68,1654287.52,-774.5,4.6187
2022-09-30,PF00139,-0.05,4.55,-4.6,7.38,-0.0068,-1.71,652386.0,66936.82,57.8172
2022-09-30,PF00030,8.75,4.94,3.81,16.52,0.5297,-6.8,1768432.16,83257.02,13.9303
2022-09-30,PF00022,8.42,2.35,6.07,5.48,1.5365,-6.87,135461.4,-16665.25,39.3364
2022-09-30,PF00057,11.99,-5.44,17.43,13.54,0.8855,-1.14,1408802.76,82616.66,77.8922
2022-09-30,PF00123,11.49,3.35,8.14,6.91,1.6628,-1.27,658677.64,84113.62,65.8372
2022-09-30,PF00087,1.55,-4.6,6.15,15.07,0.1029,-1.61,1418496.05,30435.02,-2.6343
2022-09-30,PF00096,9.37,-3.52,12.89,10.17,0.9213,-11.79,166029.02,28854.32,6.5219
2022-09-30,PF00097,9.82,-2.51,12.33,7.16,1.3715,-14.71,523707.41,-33355.43,64.0059
2022-09-30,PF00115,11.4,6.81,4.59,15.95,0.7147,-6.84,472280.82,52547.34,68.2243
2022-09-30,PF00119,-4.04,2.78,-6.82,12.24,-0.3301,-0.34,1238572.3,-13916.17,26.5436
2022-09-30,PF00053,10.27,1.79,8.48,7.07,1.4526,-0.84,893617.44,-47344.56,3.2639
2022-09-30,PF00092,-0.53,4.19,-4.72,8.25,-0.0642,-4.92,1724792.34,30974.11,18.6733
2022-09-30,PF00127,4.64,-3.42,8.06,7.51,0.6178,-7.89,1213950.03,15833.92,17.6673
2022-09-30,PF00042,-1.14,6.25,-7.39,8.9,-0.1281,-13.02,1835454.73,24961.16,-3.7516
2022-09-30,PF00145,-2.42,3.7,-6.12,2.73,-0.8864,-12.94,607491.83,91470.46,75.8605
2022-09-30,PF00072,-3.46,7.25,-10.71,15.6,-0.2218,-12.43,1548167.08,-44175.69,-14.448
2022-09-30,PF00028,-4.72,4.95,-9.67,12.37,-0.3816,-1.36,1268409.84,48761.24,14.4851
2022-09-30,PF00024,2.76,1.99,0.77,1.71,1.614,-4.09,1684648.79,-39658.66,32.3732
2022-09-30,PF00134,-1.19,-0.96,-0.23,14.46,-0.0823,-4.35,303987.7,18976.58,49.9121
2022-09-30,PF00049,-0.77,-3.71,2.94,7.37,-0.1045,-6.14,848357.71,97289.29,-0.8513
2022-09-30,PF00068,4.26,8.27,-4.01,9.79,0.4351,-14.14,1660730.82,23611.33,30.6731
2022-09-30,PF00146,-3.89,3.18,-7.07,13.7,-0.2839,-3.55,1705559.84,-27440.22,31.1631
2022-09-30,PF00140,-5.92,-4.24,-1.68,15.98,-0.3705,-2.82,475013.83,88918.65,31.2136
2022-09-30,PF00045,4.97,-0.21,5.18,3.7,1.3432,-8.77,686574.65,-29303.65,72.2787
2022-09-30,PF00124,-3.05,-1.7,-1.35,5.81,-0.525,-4.44,1078572.07,-45507.28,69.35
2022-09-30,PF00105,1.0,6.51,-5.51,4.35,0.2299,-8.14,1719252.67,22372.98,65.6116
2022-09-30,PF00073,6.77,-3.76,10.53,9.27,0.7303,-11.12,1149617.66,-33287.59,-1.9542
2022-09-30,PF00020,3.22,6.27,-3.05,16.67,0.1932,-10.11,1162221.5,30147.38,50.4569
2022-09-30,PF00007,-5.31,4.2,-9.51,18.15,-0.2926,-0.07,1878354.94,26522.83,25.04
