Date,InstrumentID,PrixOuverture,PrixHaut,PrixBas,PrixCloture,Volume,Devise
2023-12-12,INST004,140.719,145.1499,139.4232,140.968,2794619.0,EUR
2023-12-13,INST004,141.3652,142.5121,140.5061,141.9754,2916287.0,EUR
2023-12-14,INST004,145.0881,147.3951,143.4384,145.1419,1910411.0,EUR
2023-12-15,INST004,142.7523,144.2237,140.8834,143.4023,4737516.0,EUR
2023-12-18,INST004,142.2209,141.4612,139.947,141.422,3167463.0,EUR
2023-12-19,INST004,139.337,142.4345,136.9936,140.0076,3897103.0,EUR
2023-12-20,INST004,142.1009,142.6351,139.8271,141.0029,3392551.0,EUR
2023-12-21,INST004,145.1336,147.9193,140.3508,144.3055,3295052.0,EUR
2023-12-22,INST004,142.9697,143.3828,142.0636,142.3261,2028480.0,EUR
2023-12-25,INST004,138.2806,142.9277,134.9126,138.9408,3612706.0,EUR
2023-12-26,INST004,137.8199,140.0639,135.7175,137.7121,612114.0,EUR
2023-12-27,INST004,141.9772,142.9078,139.5553,140.6155,2005425.0,EUR
2023-12-28,INST004,144.2543,144.4233,141.5906,142.9195,2742571.0,EUR
2023-12-29,INST004,143.6491,145.7333,143.4285,143.6761,4006882.0,EUR
2024-01-01,INST004,140.9801,143.332,138.8015,141.4343,1778218.0,EUR
2024-01-02,INST004,141.6921,144.2696,140.1761,142.3634,778765.0,EUR
2024-01-03,INST004,141.9784,142.2992,139.6298,141.496,1720962.0,EUR
2024-01-04,INST004,143.4493,147.7138,141.1156,144.4524,4704879.0,EUR
2024-01-05,INST004,143.6206,146.0315,141.8572,144.998,2801137.0,EUR
2024-01-08,INST004,142.6428,144.2314,140.2153,141.606,2762783.0,EUR
2024-01-09,INST004,140.2663,143.7321,137.8904,139.7802,3496241.0,EUR
2024-01-10,INST004,139.7844,139.7367,135.082,138.5338,4040589.0,EUR
2024-01-11,INST004,139.9013,140.8731,139.7366,140.6357,1241974.0,EUR
2024-01-12,INST004,142.8237,145.3044,141.4275,142.812,2047025.0,EUR
2024-01-15,INST004,141.3867,143.7543,137.4126,140.7646,4913044.0,EUR
2024-01-16,INST004,138.52,140.6278,134.6655,137.3116,1820046.0,EUR
2024-01-17,INST004,138.6757,138.9959,136.6952,138.1904,1111646.0,EUR
2024-01-18,INST004,134.9959,138.219,135.3012,135.7583,4791169.0,EUR
2024-01-19,INST004,135.8887,139.27,132.5842,136.3704,2767308.0,EUR
2024-01-22,INST004,137.0012,137.8346,137.3895,137.6593,2034647.0,EUR
2024-01-23,INST004,133.748,137.6234,133.7188,135.0261,4374628.0,EUR
2024-01-24,INST004,132.6198,136.7556,131.5566,133.1305,1195985.0,EUR
2024-01-25,INST004,134.9587,137.1003,133.8198,134.6483,2216421.0,EUR
2024-01-26,INST004,134.1313,138.5045,131.1635,134.6276,4358585.0,EUR
2024-01-29,INST004,135.6741,138.4284,133.473,136.7511,4253010.0,EUR
2024-01-30,INST004,137.0867,140.0481,133.7587,136.6272,515107.0,EUR
2024-01-31,INST004,138.7711,143.2784,138.2104,139.7514,2228872.0,EUR
2024-02-01,INST004,142.4952,143.4077,139.5234,141.5765,3853211.0,EUR
2024-02-02,INST004,142.0414,142.7616,137.4995,141.1473,1510203.0,EUR
2024-02-05,INST004,140.6219,142.9821,136.5489,140.5093,4756913.0,EUR
2024-02-06,INST004,139.7216,140.8907,138.1365,138.8726,1316616.0,EUR
2024-02-07,INST004,141.8883,144.0318,138.1936,142.0325,3770021.0,EUR
2024-02-08,INST004,140.1766,142.7952,137.5057,138.89,3545049.0,EUR
2024-02-09,INST004,137.1459,140.7146,134.5732,136.7885,3568151.0,EUR
2024-02-12,INST004,134.4301,137.9175,132.6671,135.1031,1492981.0,EUR
2024-02-13,INST004,136.3248,137.6762,134.4814,137.076,4515809.0,EUR
2024-02-14,INST004,141.0249,144.4176,140.1716,140.3515,1591966.0,EUR
2024-02-15,INST004,139.3046,140.0093,136.347,138.86,4465534.0,EUR
2024-02-16,INST004,139.3565,139.7027,134.6044,138.2938,4380739.0,EUR
2024-02-19,INST004,141.2134,144.181,140.6848,141.5972,678121.0,EUR
2024-02-20,INST004,139.7021,141.7558,136.4398,138.908,1160608.0,EUR
2024-02-21,INST004,140.214,142.019,137.1309,139.6699,2249983.0,EUR
2024-02-22,INST004,139.5225,143.7928,138.7311,139.9343,3648754.0,EUR
2024-02-23,INST004,139.6389,141.4865,138.3376,138.8442,1046062.0,EUR
2024-02-26,INST004,139.0242,139.3107,138.8801,139.0367,499635.0,EUR
2024-02-27,INST004,136.4301,139.4291,136.6045,137.2585,3910978.0,EUR
2024-02-28,INST004,137.739,139.6351,135.4174,136.5104,3035842.0,EUR
2024-02-29,INST004,136.7361,135.8879,133.6047,135.7153,1104584.0,EUR
2024-03-01,INST004,138.8741,141.8289,136.7661,137.9425,3045438.0,EUR
2024-03-04,INST004,137.8046,140.2924,135.5148,138.9402,4638059.0,EUR
2024-03-05,INST004,135.8865,136.5062,134.2167,135.6997,3863400.0,EUR
2024-03-06,INST004,132.6854,134.6074,132.0752,132.9106,421460.0,EUR
2024-03-07,INST004,133.9312,137.022,134.4156,134.7798,234505.0,EUR
2024-03-08,INST004,135.6248,136.9306,132.6515,135.7925,4129244.0,EUR
2024-03-11,INST004,137.2994,138.8085,134.8781,138.5548,4397413.0,EUR
2024-03-12,INST004,137.9102,138.1219,134.3783,137.2217,4301697.0,EUR
2024-03-13,INST004,139.8296,140.4481,134.8654,138.4873,4240902.0,EUR
2024-03-14,INST004,134.7427,136.413,133.8733,136.0625,4844465.0,EUR
2024-03-15,INST004,133.4601,135.3764,130.8801,133.2103,1790556.0,EUR
2024-03-18,INST004,134.4085,135.546,133.0344,135.5305,2583334.0,EUR
2024-03-19,INST004,136.3377,139.0372,133.3892,135.9831,1871206.0,EUR
2024-03-20,INST004,138.8378,140.374,136.9813,137.8935,3544195.0,EUR
2024-03-21,INST004,140.1783,142.5703,140.1744,141.0236,3306216.0,EUR
2024-03-22,INST004,145.9253,146.1347,142.7179,144.5092,720176.0,EUR
2024-03-25,INST004,145.1177,147.1803,142.8751,143.9359,2065777.0,EUR
2024-03-26,INST004,144.7424,147.7155,143.1142,144.7924,4063698.0,EUR
2024-03-27,INST004,146.7801,148.2451,144.0422,146.5946,1087935.0,EUR
2024-03-28,INST004,144.9458,145.6148,142.5929,143.8979,274706.0,EUR
2024-03-29,INST004,143.1511,144.0257,141.0208,143.0003,856933.0,EUR
2024-04-01,INST004,144.1137,145.9409,144.7455,145.2889,1729906.0,EUR
2024-04-02,INST004,142.8093,147.3779,140.6222,143.8705,4840552.0,EUR
2024-04-03,INST004,141.6244,143.0464,137.6952,140.5127,953623.0,EUR
2024-04-04,INST004,136.8574,140.7753,134.8932,137.712,3465128.0,EUR
2024-04-05,INST004,138.5385,141.3947,138.2235,138.6508,120821.0,EUR
2024-04-08,INST004,140.6244,141.4658,137.8168,140.9438,2714043.0,EUR
2024-04-09,INST004,141.7178,144.7199,139.0655,140.6885,1873706.0,EUR
2024-04-10,INST004,143.3635,146.0111,140.7903,142.1411,2214374.0,EUR
2024-04-11,INST004,137.4541,139.7418,135.4385,138.7585,3666059.0,EUR
2024-04-12,INST004,139.5353,142.7888,137.757,139.0754,2380074.0,EUR
2024-04-15,INST004,140.7942,145.2523,141.6154,141.7047,3906125.0,EUR
2024-04-16,INST004,141.9252,145.9995,140.7874,142.4701,619156.0,EUR
2024-04-17,INST004,144.5922,147.256,144.481,145.1038,2601323.0,EUR
2024-04-18,INST004,143.9448,143.9757,142.6508,142.9878,4158116.0,EUR
2024-04-19,INST004,143.6956,146.3668,139.3235,143.1463,4741236.0,EUR
2024-04-22,INST004,146.599,149.5556,142.2297,146.2159,2109176.0,EUR
2024-04-23,INST004,145.7453,148.2699,140.8341,145.0104,2176701.0,EUR
2024-04-24,INST004,144.3694,145.9367,143.252,143.7773,1713847.0,EUR
2024-04-25,INST004,146.0558,147.6778,143.7528,146.7158,4710811.0,EUR
2024-04-26,INST004,147.4678,150.5285,148.1925,148.7524,4475079.0,EUR
2024-04-29,INST004,152.5515,155.4286,150.4009,151.2207,605557.0,EUR
2024-04-30,INST004,153.4592,153.9433,150.807,153.6805,1323125.0,EUR
2024-05-01,INST004,152.4664,151.9558,150.2098,151.18,2259275.0,EUR
2024-05-02,INST004,153.9961,153.3431,149.1522,152.7992,4263852.0,EUR
2024-05-03,INST004,155.1344,157.526,154.2236,154.8966,1364924.0,EUR
2024-05-06,INST004,154.8003,158.6367,150.7067,155.0753,1794994.0,EUR
2024-05-07,INST004,152.316,156.6116,149.7096,153.3514,4317238.0,EUR
2024-05-08,INST004,153.6256,158.023,153.604,154.4632,2680875.0,EUR
2024-05-09,INST004,152.1395,154.6763,152.0718,152.171,876397.0,EUR
2024-05-10,INST004,150.8016,152.6988,146.9395,150.8659,1845926.0,EUR
2024-05-13,INST004,147.874,149.8192,147.1098,148.9224,2658676.0,EUR
2024-05-14,INST004,148.7567,148.6156,143.8957,147.6568,4755026.0,EUR
2024-05-15,INST004,146.4457,147.8182,144.4583,146.678,693774.0,EUR
2024-05-16,INST004,145.0878,148.3295,143.3457,145.0175,3546829.0,EUR
2024-05-17,INST004,143.4372,146.2415,141.7998,142.0398,1329559.0,EUR
2024-05-20,INST004,145.3209,146.6127,143.1442,145.2132,3541614.0,EUR
2024-05-21,INST004,145.9588,148.5247,142.2605,145.3414,3149107.0,EUR
2024-05-22,INST004,143.0915,147.8534,142.5808,143.8122,2791656.0,EUR
2024-05-23,INST004,140.948,142.6763,138.3707,140.8077,4927082.0,EUR
2024-05-24,INST004,139.9082,143.8031,136.9043,140.4816,2395549.0,EUR
2024-05-27,INST004,140.8492,144.0603,139.29,140.7131,4223095.0,EUR
2024-05-28,INST004,143.4623,144.5548,142.6235,144.0495,1373634.0,EUR
2024-05-29,INST004,141.7937,146.531,139.6228,142.679,2770865.0,EUR
2024-05-30,INST004,141.8236,142.4682,141.3618,141.5763,515943.0,EUR
2024-05-31,INST004,141.5185,142.9081,140.7172,142.7268,118753.0,EUR
2024-06-03,INST004,141.5332,142.4317,137.2735,140.2802,2300838.0,EUR
2024-06-04,INST004,139.1473,142.1639,135.2638,138.6081,409111.0,EUR
2024-06-05,INST004,136.5414,138.7297,137.036,137.3036,4504042.0,EUR
2024-06-06,INST004,136.2659,138.6214,135.4024,135.9764,4459986.0,EUR
2024-06-07,INST004,133.4931,136.5507,133.6074,133.9619,4944045.0,EUR
2024-06-10,INST004,136.5486,137.9697,134.6589,136.2915,1044603.0,EUR
2024-06-11,INST004,138.4844,139.848,134.5612,137.2732,2126109.0,EUR
2024-06-12,INST004,136.9187,138.937,135.1857,137.8756,1884156.0,EUR
2024-06-13,INST004,141.19,143.4619,138.6258,141.2537,2590018.0,EUR
2024-06-14,INST004,140.2113,140.1229,136.8005,139.4936,1653319.0,EUR
2024-06-17,INST004,141.3612,144.4813,139.9541,141.1401,3544860.0,EUR
2024-06-18,INST004,139.8212,144.4454,139.3044,140.3662,3657538.0,EUR
2024-06-19,INST004,141.4707,143.3845,140.1473,141.101,2639111.0,EUR
2024-06-20,INST004,143.4041,147.1174,138.9183,143.093,3384675.0,EUR
2024-06-21,INST004,144.6043,146.7239,143.1597,143.2221,2990719.0,EUR
2024-06-24,INST004,140.9151,141.8489,139.0965,140.1635,4368999.0,EUR
2024-06-25,INST004,138.0009,139.9069,135.8991,137.0345,1874620.0,EUR
2024-06-26,INST004,138.5954,140.9468,137.4087,139.4967,3276937.0,EUR
2024-06-27,INST004,142.1234,145.694,142.1902,142.55,2136609.0,EUR
2024-06-28,INST004,140.3848,143.9107,139.5599,140.5138,1783368.0,EUR
2024-07-01,INST004,142.7955,141.9041,138.9477,141.7724,2708923.0,EUR
2024-07-02,INST004,143.8106,144.2573,139.4999,143.4235,2229000.0,EUR
2024-07-03,INST004,145.2558,147.3338,144.042,144.9914,493809.0,EUR
2024-07-04,INST004,144.9215,146.4719,142.0934,146.0826,305443.0,EUR
2024-07-05,INST004,144.6653,145.468,142.992,145.02,1138117.0,EUR
2024-07-08,INST004,146.797,147.4878,142.0901,145.8659,2897076.0,EUR
2024-07-09,INST004,149.1546,148.9547,146.1452,148.5613,695490.0,EUR
2024-07-10,INST004,149.7412,150.912,146.3367,149.2593,2550720.0,EUR
2024-07-11,INST004,146.2904,149.0125,143.903,145.6332,4768602.0,EUR
2024-07-12,INST004,149.4393,149.3688,145.7042,149.0675,3499063.0,EUR
2024-07-15,INST004,144.2595,146.7039,145.2087,145.6931,4162601.0,EUR
2024-07-16,INST004,145.7316,148.2837,146.1688,146.4775,3799710.0,EUR
2024-07-17,INST004,142.2607,146.2058,139.071,143.0423,4074760.0,EUR
2024-07-18,INST004,145.8516,147.9163,142.8853,146.3457,2242669.0,EUR
2024-07-19,INST004,144.9758,150.0964,142.0796,145.8158,3227839.0,EUR
2024-07-22,INST004,148.994,151.922,144.7329,147.7586,3953980.0,EUR
2024-07-23,INST004,147.7047,147.3725,143.11,147.2266,1986210.0,EUR
2024-07-24,INST004,144.4817,147.3774,140.9836,144.5569,1475780.0,EUR
2024-07-25,INST004,145.7898,148.2045,143.8039,144.8083,201960.0,EUR
2024-07-26,INST004,144.4776,147.7559,143.4832,145.4956,4121279.0,EUR
2024-07-29,INST004,144.2256,147.9397,143.6336,144.5591,1087690.0,EUR
2024-07-30,INST004,148.0543,148.7752,147.598,147.7851,1642021.0,EUR
2024-07-31,INST004,149.1196,150.4864,146.1067,148.2028,4896689.0,EUR
2024-08-01,INST004,146.8691,148.3627,144.4959,146.2492,4551356.0,EUR
2024-08-02,INST004,143.3757,148.0869,141.3612,144.1623,317477.0,EUR
2024-08-05,INST004,139.9984,142.6265,140.602,140.6194,2562187.0,EUR
2024-08-06,INST004,143.5639,143.4354,139.7665,143.4069,4376462.0,EUR
2024-08-07,INST004,143.9054,147.3887,142.3081,143.7249,159829.0,EUR
2024-08-08,INST004,141.6676,143.9152,139.1002,141.7866,2866638.0,EUR
2024-08-09,INST004,140.5472,145.659,137.7475,141.5557,2499712.0,EUR
2024-08-12,INST004,142.4493,146.3867,139.5412,142.5761,1989767.0,EUR
2024-08-13,INST004,141.8557,142.4876,141.0617,142.1022,2672262.0,EUR
2024-08-14,INST004,143.3546,148.8578,144.6053,144.7438,3742800.0,EUR
2024-08-15,INST004,145.0893,150.021,146.4321,146.4697,1266578.0,EUR
2024-08-16,INST004,148.5693,148.4075,146.4763,148.0232,4372842.0,EUR
2024-08-19,INST004,151.6485,154.3817,150.995,151.5861,3684231.0,EUR
2024-08-20,INST004,156.0447,158.7374,152.8668,154.6401,4118519.0,EUR
2024-08-21,INST004,156.2416,157.2122,151.9025,155.7252,3194079.0,EUR
2024-08-22,INST004,152.9391,154.2431,150.3326,153.493,1196375.0,EUR
2024-08-23,INST004,150.7592,154.0696,147.1769,150.271,4268530.0,EUR
2024-08-26,INST004,152.7759,156.294,150.66,153.5765,1707774.0,EUR
2024-08-27,INST004,153.7836,155.5282,149.1702,153.715,1568688.0,EUR
2024-08-28,INST004,150.535,153.7425,147.3762,150.4063,4581016.0,EUR
2024-08-29,INST004,150.5972,153.6517,149.8804,150.7777,411109.0,EUR
2024-08-30,INST004,154.6298,153.8785,149.2947,153.3243,4510374.0,EUR
2024-09-02,INST004,154.0535,158.468,149.9209,153.9369,1323497.0,EUR
2024-09-03,INST004,154.7939,159.3098,152.3532,155.8998,4196375.0,EUR
2024-09-04,INST004,153.6432,156.2089,150.3557,152.918,4301540.0,EUR
2024-09-05,INST004,156.004,159.5095,154.0545,155.075,1001081.0,EUR
2024-09-06,INST004,156.2225,158.49,155.7324,156.7916,4183281.0,EUR
2024-09-09,INST004,154.4447,153.3566,149.0804,153.1104,2558558.0,EUR
2024-09-10,INST004,156.3272,160.6334,154.1892,156.6282,4331819.0,EUR
2024-09-11,INST004,154.4734,156.6139,150.3306,153.1952,125503.0,EUR
2024-09-12,INST004,151.1283,151.2633,147.6186,149.6577,3036669.0,EUR
2024-09-13,INST004,146.8384,147.519,143.6695,147.243,2735962.0,EUR
2024-09-16,INST004,144.7942,146.2557,143.9028,144.4015,2845491.0,EUR
2024-09-17,INST004,143.0696,147.7356,143.7297,144.3355,3207472.0,EUR
2024-09-18,INST004,142.6075,143.4456,140.1203,141.9569,280659.0,EUR
2024-09-19,INST004,141.4548,146.4674,141.0098,142.5091,956200.0,EUR
2024-09-20,INST004,140.9249,144.2894,140.3097,141.8993,2699481.0,EUR
2024-09-23,INST004,143.0825,145.186,141.988,143.5184,2297071.0,EUR
2024-09-24,INST004,143.4907,147.4862,142.7747,143.7528,603936.0,EUR
2024-09-25,INST004,139.7135,141.1121,140.1652,140.2115,2807978.0,EUR
2024-09-26,INST004,140.2683,144.4156,140.1958,141.4114,4176523.0,EUR
2024-09-27,INST004,142.2801,145.1754,137.8966,141.5889,3052407.0,EUR
2024-09-30,INST004,140.6957,141.4315,140.2212,140.2824,881475.0,EUR
2024-10-01,INST004,142.8665,145.0747,139.6174,143.5066,1852186.0,EUR
2024-10-02,INST004,144.4535,147.5417,144.2889,144.7425,2971320.0,EUR
2024-10-03,INST004,145.0603,145.8842,140.1953,144.1595,3392639.0,EUR
2024-10-04,INST004,145.2598,145.687,143.8829,144.676,152085.0,EUR
2024-10-07,INST004,147.9134,151.1645,146.1594,147.2894,4013537.0,EUR
2024-10-08,INST004,145.8913,150.3908,145.051,147.0541,1019849.0,EUR
2024-10-09,INST004,147.7587,151.5989,148.3864,149.1338,1372295.0,EUR
2024-10-10,INST004,151.3139,152.4205,148.196,151.0562,2910047.0,EUR
2024-10-11,INST004,153.6201,154.4973,149.3855,152.3617,4954929.0,EUR
2024-10-14,INST004,155.3803,157.3776,150.9392,155.564,1301601.0,EUR
2024-10-15,INST004,159.1846,158.8242,156.9354,158.6365,3248404.0,EUR
2024-10-16,INST004,163.4441,166.1574,157.6421,161.903,2629357.0,EUR
2024-10-17,INST004,159.9561,163.9535,160.1104,160.5844,1592127.0,EUR
2024-10-18,INST004,155.7441,159.0353,156.7052,156.8651,2361745.0,EUR
2024-10-21,INST004,155.3082,157.7291,150.7333,154.901,3985416.0,EUR
2024-10-22,INST004,152.1437,153.1629,149.8289,152.2924,1167842.0,EUR
2024-10-23,INST004,153.4634,157.6138,149.9774,153.6295,1297833.0,EUR
2024-10-24,INST004,153.0607,153.9837,150.1888,153.1578,2479008.0,EUR
2024-10-25,INST004,152.6036,152.5835,149.8608,152.4881,3775909.0,EUR
2024-10-28,INST004,151.9269,155.5548,149.7089,151.7671,3106700.0,EUR
2024-10-29,INST004,150.9024,153.6904,149.563,152.0921,1600816.0,EUR
2024-10-30,INST004,154.6196,155.5601,151.9385,153.5073,147214.0,EUR
2024-10-31,INST004,151.7831,153.3695,149.7378,152.4382,4237888.0,EUR
2024-11-01,INST004,154.1706,156.3242,152.418,153.6446,4188181.0,EUR
2024-11-04,INST004,152.2289,152.79,149.4037,150.9169,2862840.0,EUR
2024-11-05,INST004,154.4506,154.2432,151.8643,153.4322,2647918.0,EUR
2024-11-06,INST004,151.7187,152.7776,148.6976,150.449,542986.0,EUR
2024-11-07,INST004,146.9062,151.6307,146.5038,147.4914,989228.0,EUR
2024-11-08,INST004,149.3581,151.6063,148.8226,149.9207,1515262.0,EUR
2024-11-11,INST004,151.7487,153.0414,148.5224,152.0525,2177836.0,EUR
2024-11-12,INST004,153.1346,153.0632,149.1485,153.0199,875158.0,EUR
2024-11-13,INST004,155.4041,158.0619,150.6686,155.0026,4839564.0,EUR
2024-11-14,INST004,158.1249,161.6876,157.5875,157.9909,821115.0,EUR
2024-11-15,INST004,161.7199,160.4838,156.3524,160.15,4194249.0,EUR
2024-11-18,INST004,160.7046,161.8842,158.7853,160.8276,813824.0,EUR
2024-11-19,INST004,160.2385,160.781,155.1019,159.4941,3767689.0,EUR
2024-11-20,INST004,160.5489,161.279,160.6836,160.7704,327058.0,EUR
2024-11-21,INST004,163.0912,163.1967,158.2984,161.9569,3671629.0,EUR
2024-11-22,INST004,164.9054,166.2869,161.3304,164.8634,2865420.0,EUR
2024-11-25,INST004,164.5586,167.7858,161.3052,163.382,2843952.0,EUR
2024-11-26,INST004,164.8484,168.1609,160.9168,163.6075,4903888.0,EUR
2024-11-27,INST004,165.6342,168.2209,164.3265,164.5556,3248284.0,EUR
2024-11-28,INST004,162.5004,165.6117,157.7316,162.4886,852023.0,EUR
2024-11-29,INST004,164.5346,167.091,162.2258,165.5489,4658026.0,EUR
2024-12-02,INST004,170.9327,171.6641,165.8703,169.6515,4937136.0,EUR
2024-12-03,INST004,172.3516,174.3683,171.7077,173.11,108354.0,EUR
2024-12-04,INST004,178.8951,182.0972,175.9395,177.321,1715083.0,EUR
2024-12-05,INST004,181.3578,182.4963,177.758,179.9496,1083352.0,EUR
2024-12-06,INST004,179.1062,180.7372,175.8118,180.2712,1852764.0,EUR
2024-12-09,INST004,176.6416,180.2098,176.5462,177.567,3682631.0,EUR
2024-12-10,INST004,174.7862,177.9609,170.778,175.5047,4623598.0,EUR
2024-12-11,INST004,179.8515,182.0299,177.1255,178.1637,586509.0,EUR
2024-12-12,INST004,178.2891,181.1258,172.9811,178.1039,1570368.0,EUR
2024-12-13,INST004,173.5162,177.3531,174.5752,175.226,2744352.0,EUR
2024-12-16,INST004,173.3211,176.2157,167.6718,172.1884,1691439.0,EUR
2024-12-17,INST004,171.5717,175.2174,170.9992,172.9518,4489413.0,EUR
2024-12-18,INST004,175.7277,177.2859,173.1362,175.6376,1529149.0,EUR
2024-12-19,INST004,174.9528,176.2428,170.9384,175.4497,2892892.0,EUR
2024-12-20,INST004,175.3957,176.9115,172.2359,174.1305,538841.0,EUR
2024-12-23,INST004,173.2368,177.3939,171.6383,173.8989,2280131.0,EUR
2024-12-24,INST004,173.295,173.7228,168.0301,172.2383,415973.0,EUR
2024-12-25,INST004,173.0569,177.4532,168.4142,172.9407,4759945.0,EUR
2024-12-26,INST004,176.131,177.8233,174.2924,177.2615,3237086.0,EUR
2024-12-27,INST004,174.1909,177.0926,173.4758,174.2648,4853352.0,EUR
2024-12-30,INST004,173.8071,174.9451,169.8611,172.7322,659405.0,EUR
2024-12-31,INST004,167.4428,171.9079,168.5413,168.6956,2664517.0,EUR
2022-01-03,INST005,201.4807,206.0402,197.4489,200.6931,3587751.0,EUR
2022-01-04,INST005,201.8988,202.0186,198.8948,201.4999,2902176.0,EUR
2022-01-05,INST005,200.1591,202.6431,197.156,200.5456,3453830.0,EUR
2022-01-06,INST005,196.7829,196.9496,192.9835,196.7776,2649248.0,EUR
2022-01-07,INST005,197.5219,202.1067,193.991,199.3243,549863.0,EUR
2022-01-10,INST005,202.2353,205.9748,201.5455,203.016,1023963.0,EUR
2022-01-11,INST005,208.1024,210.6379,204.264,206.1856,1311284.0,EUR
2022-01-12,INST005,208.2349,208.9815,205.8366,207.8053,1563118.0,EUR
2022-01-13,INST005,207.6215,212.3502,204.4654,208.3224,1446997.0,EUR
2022-01-14,INST005,207.5424,212.9859,205.5928,208.7452,4574656.0,EUR
2022-01-17,INST005,212.0225,217.8763,209.0316,211.8611,2118559.0,EUR
2022-01-18,INST005,208.2153,210.007,207.2511,207.5491,679764.0,EUR
2022-01-19,INST005,209.555,215.1116,207.1292,210.055,3428126.0,EUR
2022-01-20,INST005,213.9718,213.7203,211.9973,212.4543,2099446.0,EUR
2022-01-21,INST005,206.4118,208.2252,202.524,207.3911,4221522.0,EUR
2022-01-24,INST005,206.3294,206.4587,200.9906,204.2978,4909072.0,EUR
2022-01-25,INST005,203.0328,208.6302,199.0779,204.1382,1780606.0,EUR
2022-01-26,INST005,207.0253,208.3257,199.3949,205.5216,313579.0,EUR
2022-01-27,INST005,207.8091,214.4837,206.7586,209.5967,1003835.0,EUR
2022-01-28,INST005,214.6092,217.4718,211.5589,212.8598,3441708.0,EUR
2022-01-31,INST005,211.9565,217.5705,207.8194,212.4454,3987307.0,EUR
2022-02-01,INST005,210.5682,213.5786,206.094,211.6061,1389743.0,EUR
2022-02-02,INST005,214.9115,215.379,212.4926,213.7441,4671516.0,EUR
2022-02-03,INST005,213.6527,213.3037,211.1466,213.2595,2958504.0,EUR
2022-02-04,INST005,216.8603,222.1789,214.673,217.7514,2061201.0,EUR
2022-02-07,INST005,216.7476,221.7608,211.2717,216.2638,3531267.0,EUR
2022-02-08,INST005,218.0164,222.8924,212.9202,218.6566,4840320.0,EUR
2022-02-09,INST005,214.9937,214.3966,209.4965,214.1158,1450244.0,EUR
2022-02-10,INST005,218.433,224.1972,217.1163,217.7377,3169534.0,EUR
2022-02-11,INST005,217.8627,223.0712,215.9807,219.2406,1249747.0,EUR
2022-02-14,INST005,226.3441,227.9579,221.3285,224.1161,3328165.0,EUR
2022-02-15,INST005,220.7373,223.8854,219.8831,220.4442,755529.0,EUR
2022-02-16,INST005,216.6302,220.4217,212.3378,217.4156,2030795.0,EUR
2022-02-17,INST005,220.2285,223.9238,219.6753,220.2416,2343734.0,EUR
2022-02-18,INST005,225.2354,228.7603,217.5111,223.522,3872862.0,EUR
2022-02-21,INST005,217.9208,220.2343,215.1699,219.4028,2042515.0,EUR
2022-02-22,INST005,218.7562,220.4199,216.9084,217.8277,851136.0,EUR
2022-02-23,INST005,219.4482,221.4617,213.8067,218.7896,393034.0,EUR
2022-02-24,INST005,216.1982,216.2357,212.3806,214.4227,2272006.0,EUR
2022-02-25,INST005,216.3717,215.8516,210.7595,215.6728,4866969.0,EUR
2022-02-28,INST005,217.4088,223.8811,213.0695,219.0194,375297.0,EUR
2022-03-01,INST005,218.4494,225.539,219.1622,219.6024,798555.0,EUR
2022-03-02,INST005,219.2453,223.7012,214.5626,217.9262,3012978.0,EUR
2022-03-03,INST005,220.1014,222.0222,215.9905,219.2113,2449803.0,EUR
2022-03-04,INST005,221.7099,222.4054,221.5409,222.2634,4230826.0,EUR
2022-03-07,INST005,219.0057,221.6567,216.3421,221.2142,4156867.0,EUR
2022-03-08,INST005,224.0507,228.2272,221.4127,224.2274,1978831.0,EUR
2022-03-09,INST005,227.952,229.6014,222.5288,227.0509,1939350.0,EUR
2022-03-10,INST005,230.0737,238.3933,227.742,231.9313,4272220.0,EUR
2022-03-11,INST005,230.6524,235.273,228.9087,231.9569,528925.0,EUR
2022-03-14,INST005,230.326,238.9667,227.3731,232.367,534985.0,EUR
2022-03-15,INST005,236.3535,238.7199,230.5517,237.4595,3334206.0,EUR
2022-03-16,INST005,236.6178,240.5843,230.0066,236.845,813316.0,EUR
2022-03-17,INST005,232.3187,235.0759,227.5932,232.3138,2376305.0,EUR
2022-03-18,INST005,236.6767,235.2064,227.8467,234.6777,2427116.0,EUR
2022-03-21,INST005,234.8505,242.0758,233.3367,236.2973,2470079.0,EUR
2022-03-22,INST005,236.4552,245.2054,231.7564,238.6492,3997038.0,EUR
2022-03-23,INST005,241.42,239.8666,236.9956,239.5873,707695.0,EUR
2022-03-24,INST005,242.6917,248.0845,238.746,242.9629,2964795.0,EUR
2022-03-25,INST005,246.9618,247.8921,240.9995,244.8608,2623277.0,EUR
2022-03-28,INST005,250.6609,251.3389,247.0651,250.9159,3133782.0,EUR
2022-03-29,INST005,248.8523,250.326,243.518,248.7176,1159850.0,EUR
2022-03-30,INST005,246.8313,248.684,241.0003,248.2288,4953824.0,EUR
2022-03-31,INST005,247.8798,256.4955,244.2427,250.3748,2115924.0,EUR
2022-04-01,INST005,250.0355,256.5971,249.1875,250.2597,719809.0,EUR
2022-04-04,INST005,254.6667,254.7875,252.7998,253.5156,345570.0,EUR
2022-04-05,INST005,254.1427,261.9641,250.8774,256.2468,3829970.0,EUR
2022-04-06,INST005,253.0531,259.3303,249.0947,255.3255,1477883.0,EUR
2022-04-07,INST005,253.743,256.0178,251.2944,253.3032,4629506.0,EUR
